question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
A computer virus is best described in the course guide as:,A helpful diagnostic tool built into most operating systems,A malicious program designed entirely for destruction and havoc,A type of legitimate antivirus software,A hardware component found inside the CPU,B,"Computer viruses are described as malicious programs designed entirely for destruction and havoc, created by people with significant programming or computer knowledge.",7
"According to a 1997 NCSA survey cited in the course guide, what percentage of PCs contracted viruses through floppy diskettes?",20%,50%,80%,100%,C,"The 1997 NCSA survey found that 80% of PCs contracted viruses through floppy diskettes, while the remaining 20% contracted viruses through e-mail attachments and the Internet.",7
"A virus described as ""polymorphic"" is one that:",Can never spread to another computer,"Has the capability of modifying its own code, meaning one virus could have various similar variants","Only affects printers, never the CPU",Can be removed simply by restarting the computer,B,"A polymorphic virus has the capability of modifying its code, meaning a single virus could exist as various similar but not identical variants.",7
"A ""memory resident"" virus is one that:",Cannot infect a computer under any circumstances,"First attaches itself into memory as soon as a diskette or program is loaded, and then infects the computer",Only exists on printed documentation,Is always immediately detected by the user,B,"A memory resident virus attaches itself into memory as soon as a diskette or program is loaded, and then proceeds to infect the computer from there.",7
"A ""stealth"" virus is characterised in the course guide by its ability to:","Attach itself to files on the computer and then attack, causing it to spread more rapidly",Never infect any files whatsoever,Only work when the computer is switched off,Be visible immediately upon infection with no concealment,A,"A stealth virus first attaches itself to files on the computer and then attacks, a mechanism that causes it to spread more rapidly.",7
"According to the course guide, computer viruses usually attack executable files or data files such as Word or Excel documents, along with file types including .com, .sys, .bin, and:",.pif,.jpg only,.mp3 only,.pdf only,A,"Viruses have the capability to infect any file, but usually attack executable files such as .com, .exe, .sys, .bin, .pif, or frequently opened data files like Word or Excel documents.",7
Which of the following is listed in the course guide as something a virus may do to an infected computer?,Automatically improve the computer's processing speed permanently,"Change the volume label, mark clusters as bad in the FAT, or replace the Master Boot Record with its own code",Increase the computer's available RAM permanently,Physically repair damaged hardware components,B,"Viruses may change the volume label, mark clusters as bad in the File Allocation Table (FAT), replace the Master Boot Record (MBR) with their own code, and cause numerous other malfunctions.",7
"The most commonly used method of protecting against and detecting viruses, according to the course guide, is to:",Purchase a third-party application designed to scan for all types of viruses,Never turn the computer on again,Rely solely on visual inspection of the hard drive casing,Disconnect the keyboard permanently,A,The most commonly used method of protecting against and detecting viruses is to purchase a third-party application specifically designed to scan for all types of viruses.,7
"Even if a computer is formatted, some viruses are able to persist because they can infect areas such as:",The CMOS battery or master boot record,Only paper documentation stored nearby,The physical casing of the monitor,The electrical wall socket,A,"Viruses have the capability of infecting different portions of the computer, such as the CMOS battery or the master boot record, allowing some to survive even after the computer is formatted.",7
"Computer viruses are generally distributed through shareware, pirated software, e-mail, or:","Various other ways of transporting data, such as infected disks or downloads","Only through official, licensed retail software purchases",Physical mail with no digital component,Radio broadcast signals exclusively,A,"Once created, a virus is generally distributed through shareware, pirated software, e-mail, or other various ways of transporting data, such as infected disks and downloads.",7
