question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
A word processing program allows the user to:,"Only view documents, not edit them","Create, edit, format, store and print text documents",Only calculate numerical formulas,Only browse the internet,B,"A word processing program allows the user to create, edit, format, store and print text documents.",4
"According to this unit, when text does not fit on a line and automatically flows to the next line, this is called:",Word wrap,Auto-save,Text flow,Line break,A,"When text does not fit on a line, it automatically flows to the beginning of the next line -- this is called word wrap.",4
"According to this unit, should you press [Enter] at the end of every single line of text while typing in a word processor?","Yes, always","No -- [Enter] is used to end a short line, end a paragraph, or create a blank line",Only on Mondays,Only when using a typewriter,B,"You must not press [Enter] for every line; word wrap handles that automatically. [Enter] is used to end a short line, end a paragraph, or create a blank line.",4
"Special symbols that indicate each time [Enter], [Spacebar], and [Tab] have been pressed are called:",Nonprinting characters,Hyperlinks,Data markers,Toggle buttons,A,"Nonprinting characters are special symbols indicating where [Enter], [Spacebar], and [Tab] were pressed; they can be displayed via the Show/Hide button.",4
"Pressing the Tab key while typing inserts a tab character, moving the insertion point to the next tab stop, which are preset at what increments?",1.27cm,5cm,10cm,0.5cm,A,Tab stops are preset at 1.27cm increments.,4
"The Word feature that suggests the completion of common words, dates, or names after you type the first few letters is called:",Spell Check,AutoComplete,AutoCorrect,AutoFormat,B,AutoComplete suggests the complete word or phrase after typing the first few letters; press [Enter] or [F3] to accept.,4
"Which command allows you to save a document for the first time, with a new filename, or in a different location?","File, Save","File, Save As...","File, Print","File, Open",B,"The File, Save As... command enables saving a document for the first time, with a new filename, or in a different location.",4
"By default, is Word in insert mode or overtype mode?",Overtype mode,Insert mode,Neither mode by default,It depends on the document type,B,"By default, Word is in insert mode; text to the right of the insertion point is pushed to the right as you type.",4
"In overtype mode, what happens as you type, compared to insert mode?","Text is pushed to the right, same as insert mode",Existing text is replaced one character at a time,Nothing can be typed at all,Only bold text can be entered,B,"Overtype mode replaces existing text one character at a time, instead of pushing text to the right as insert mode does.",4
"According to this unit, what happens when you point anywhere inside a word and double-click the mouse button?",The entire document is selected,"The word is selected, with the trailing space automatically included",The cursor moves to the beginning of the document,The word is automatically deleted,B,"Double-clicking inside a word selects the word, and the trailing space is automatically selected along with it.",4
