question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
This unit distinguishes hearing from listening. Which statement correctly describes the difference?,Hearing and listening are identical processes,Hearing is a physiological (passive) process; listening is a cognitive (active) process,Listening is physiological; hearing is cognitive,Neither hearing nor listening involves the brain,B,"Hearing is described as a physiological process (passive and physical), while listening is a cognitive process (active and mental).",2
"The type of listening focused on providing emotional support to a speaker, without delivering judgments, is called:",Critical or Analytical Listening,Emphatic or Therapeutic Listening,Appreciative Listening,Active or Attentive Listening,B,"Emphatic or Therapeutic Listening takes place when you listen to provide emotional support, focusing on understanding feelings without judgment.",2
Which type of listening involves evaluating and analysing a received message to decide whether to accept or reject it?,Appreciative Listening,Emphatic Listening,Critical or Analytical Listening,Active Listening,C,Critical or Analytical Listening involves evaluating whether a message is logical and reasonable to decide on accepting or rejecting it.,2
"Which of the following is listed as a barrier to effective listening related to unfamiliar words, jargon, or complex sentences?",Physical barriers,Physiological barriers,Linguistic barriers,Perceptual barriers,C,"Linguistic barriers include specialised language, unfamiliar words/jargon, complex sentences, and pace of speech delivery.",2
"The essential components of listening, in order, are:","Hearing, comprehending, remembering, evaluating, responding","Speaking, writing, reading, listening","Preview, question, read, recite, review","Survey, question, read",A,"The essential components of listening are: hearing/receiving, comprehending/understanding, remembering, evaluating, and responding/feedback.",2
"Which note-taking method uses two unequal columns, a narrow left side for cue words and a wider right side for notes?",The Outline Method,The Mapping Method,The Cornell Method,The Charting Method,C,The Cornell Method uses a narrow left column for cue/keywords and a wider right column for descriptions and notes.,2
"Which barrier to effective listening involves a hearing impairment or a noisy, non-conducive environment?",Physical barriers,Psychological barriers,Linguistic barriers,Perceptual barriers,A,"Physical barriers include hearing impairment and a noisy, non-conducive environment (e.g. a classroom near a busy road).",2
"According to this unit, which note-taking method uses rows and columns for chronological comparison or contrast of ideas?",The Sentence Method,The Charting Method,The Cornell Method,The Outline Method,B,"The Charting Method is a table of rows and columns, giving room for chronological comparisons or contrast of ideas and topics.",2
Listening is described in this unit as the first of how many basic language skills?,Two,Three,Four,Five,C,"Listening is considered the first of the four basic language skills: Listening, Speaking, Reading, and Writing.",2
The type of speaking whose sole purpose is to share fact-based knowledge without personal bias is called:,Persuasive Speaking,Informative Speaking,Entertainment Speaking,Critical Speaking,B,"Informative speaking shares fact-based knowledge by describing, demonstrating, and explaining, without personal bias.",2
"The type of speaking meant to change or reinforce a listener's beliefs, values, or attitudes on an issue is called:",Informative Speaking,Entertainment Speaking,Persuasive Speaking,Appreciative Speaking,C,"Persuasive speaking attempts to change or reinforce the listener's position, beliefs, values, or attitudes on an issue.",2
"Which of the following is listed as a challenge speakers may encounter, particularly common in a linguistically diverse country like Nigeria?",Excess vocabulary,Mother tongue/accent interference,Too much confidence,Overly simple grammar,B,"Accents or mother tongue interference is a listed challenge, prominent in Nigeria due to cultural/linguistic diversity.",2
Which essential component of speaking refers to an individual's stock of words and appropriate diction?,Grammar,Vocabulary,Pronunciation,Fluency,B,Vocabulary is described as an individual's stock of words -- the appropriate diction used in communication.,2
"The ability to speak a language with reasonable speed and accuracy, minimizing breaks and pauses, is called:",Grammar,Vocabulary,Pronunciation,Fluency,D,Fluency is the ability to easily speak a language while maintaining reasonable speed and accuracy.,2
"According to this unit, what is the most common problem associated with speaking in a classroom environment?",Lack of grammar knowledge,Inhibition or anxiety,Excessive vocabulary,Poor hearing,B,Inhibition or anxiety is described as the most common problem associated with speaking in a classroom environment.,2
"Speaking is described in this unit as the second of the four basic language skills, involving:",Only written communication,Conveying information or expressing thoughts/feelings through vocals,Only silent reflection,Reading comprehension,B,Speaking involves conveying information or expressing thoughts and feelings to a listener using one's vocals.,2
The SQ3R method of study reading stands for:,"Survey, Question, Read, Recite, Review","Study, Quiz, Read, Revise, Report","Skim, Question, Reread, Recall, Report","Survey, Quiz, Recite, Review, Report",A,"SQ3R is an acronym for the five stages: Survey, Question, Read, Recite (Recall), and Review.",2
The reading approach that involves reading only the main ideas within a passage to get an overall impression is called:,Previewing,Skimming,Scanning,Detailed Reading,B,"Skimming is a selective reading method reading only main ideas to get an overall impression, extracting the essence quickly.",2
The reading approach involving quick eye movements to locate specific information (e.g. a name or figure) in a text is called:,Previewing,Skimming,Scanning,Detailed Reading,C,"Scanning involves quick reading with quick eye movements, focusing only on locating specific information.",2
"Reading done at one's own free will and time, with the intention of getting personal satisfaction, is called:",Study reading,Reading for information,Reading for pleasure,Reading for general understanding,C,"Reading for pleasure (also called independent, leisure, or recreational reading) is reading at one's own time/will for personal satisfaction.",2
"In the SQ3R method, the stage where you formulate questions from headings and subheadings before reading is called:",Survey,Question,Read,Review,B,The Question stage involves formulating questions (e.g. turning headings into questions) to guide reading before you read each section.,2
"Which bad reading habit involves pronouncing words in your head while reading, slowing down your reading speed?",Regression,Sub-vocalization,Scanning,Previewing,B,"Sub-vocalization is when you pronounce the words in your head while reading, which slows down reading.",2
"The practice of skipping back or re-reading the same information over and over, wasting reading time, is called:",Regression,Vocalization,Skimming,Fluency,A,"Regression is the practice of skipping back or re-reading the same information repeatedly, described as a waste of reading time.",2
"Reading is classified in this unit as which type of skill, since you take in or receive information through it?",A productive/active skill,A receptive/passive skill,A social skill only,A physical skill only,B,"Reading is classified as a receptive skill (like listening), also known as a passive skill, since you receive information.",2
The component of reading concerned with recognising individual sounds (phonemes) that make up spoken words is called:,Phonics,Phonemics,Fluency,Comprehension,B,Phonemics refers to the ability to recognize and use individual sounds (phonemes) to create words.,2
The four most basic types of essays discussed in this unit are:,"Formal, informal, technical, creative","Descriptive, Narrative, Argumentative, Expository","Short, long, medium, mixed","Print, digital, oral, visual",B,"The four most basic essay types explained are Descriptive, Narrative, Argumentative, and Expository.",2
Which type of essay is generally written in the first person ('I') and tells a personal story?,Descriptive essay,Narrative essay,Argumentative essay,Expository essay,B,"A narrative essay tells a story, is generally conversational, and is generally written in the first person, using 'I'.",2
"According to this unit, what is the difference between note taking and note making?",They are identical processes,"Note taking is done while listening; note making is done while reading/private study, described as 'thinking on paper'",Note taking is only for exams; note making is only for essays,Note making is done only in groups,B,"Note taking is done in the process of listening; note making is an individual study activity done while reading, described by Northedge as 'thinking on paper'.",2
The stage of the writing process involving brainstorming and putting down ideas haphazardly before arranging them is called:,Editing,Prewriting/Outline,Final draft,Revision,B,Prewriting/Outline involves brainstorming and putting down ideas haphazardly before arranging them into a draft.,2
"The process of 'pruning' a piece of writing -- checking for irrelevant/redundant words, sentences, or paragraphs -- is called:",Revision,Editing,Prewriting,Final drafting,B,"Editing is described as 'pruning your work', checking for and deleting irrelevant or redundant words, sentences, or paragraphs.",2
"The sentence that summarizes the contents of a piece of writing, around which all other sentences revolve, is called the:",Topic sentence,Thesis statement,Concluding sentence,Introductory sentence,B,"The thesis (or thesis statement) is the sentence that summarizes the contents of the writing, and it is around it that other sentences revolve.",2
"Writing is described in this unit as being, above all, a process of what?",Discovery,Punishment,Memorization only,Random chance,A,"Writing is described as a process of discovery -- discovering new ideas, styles, words, and oneself through the act of writing.",2
"According to this unit, unity in writing means that:",Every sentence must be the same length,"All ideas and points raised must be linked and express one point, without digressing",Only one paragraph is allowed per essay,Writing must be done in a single sitting,B,"Unity implies oneness of the subject matter -- all ideas and points raised must be linked and express one point, without digression or contradiction.",2
"A learner who studies and remembers better with pictures, graphics, and diagrams is best described as which type of learner?",Auditory/Aural learner,Visual learner,Tactile/Kinaesthetic learner,Verbal learner,B,"Visual learners have a learning preference for what they see -- pictures, graphics, diagrams -- and remember better with these.",2
"A learner who prefers physical activity and learns by doing (e.g. building models, role-playing) is best described as which type of learner?",Visual learner,Auditory/Aural learner,Tactile/Kinaesthetic learner,Verbal learner,C,"Tactile/Kinaesthetic learners prefer physical activity and learn by doing -- building things, role-playing, sports.",2
"Which mnemonic device technique breaks larger pieces of information into smaller, organized units to aid memory (e.g. formatting phone numbers)?",Acronyms,Rhymes,Chunking and Organization,Imagery,C,"Chunking and Organization breaks down larger pieces of information into smaller, organized 'chunks' that are easier to remember.",2
"Mnemonic devices formed from the first letters of each word in a name or phrase (e.g. UNICEF, SWOT) are called:",Rhymes,Acronyms,Chunking,Imagery,B,Acronyms are pronounceable words formed from the first letters or first few letters of each word in a name or phrase.,2
"According to this unit's tips for exam preparation, why should you avoid stuffing answers full of memorised names and facts?","Because examiners want to see application of ideas into useful practice, not just memorisation",Because names and facts are always wrong,Because handwriting suffers,Because it takes too long to write names,A,"Examiners are not looking for how much you can memorise, but to what extent you can put ideas/information into useful application.",2
Which of the following is listed as a tip for effective exam preparation in this unit?,Skip meals to save study time,Practice with old/past exams,Study only the night before,Avoid drinking water during revision,B,"Practicing with old exams is listed as one of the most effective ways to prepare, helping familiarize you with question format and timing.",2
"According to this unit, taking regular study breaks helps because working too long on a single task can:",Increase performance indefinitely,Actually decrease performance,Have no effect at all,Only affect visual learners,B,Working too long on a task can actually decrease performance; regular breaks help retention and can help you see a problem differently.,2
Which is described as an effective learning method involving giving a presentation or explaining a concept to fellow students?,Learning things by heart,Explaining to others,Sub-vocalization,Regression,B,"Explaining to others requires a thorough grasp of a concept yourself in order to explain it clearly, reinforcing your own learning.",2
"According to this unit, why does speaking give 'little or no room for errors' compared to writing?",Because of its spontaneity,Because it is always scripted in advance,Because listeners never notice mistakes,Because speaking is always recorded and edited,A,"The unit notes that because of its spontaneity, speaking gives little or no room for errors, unlike writing which can be revised.",2
