question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to former UN Secretary-General Boutros Boutros-Ghali (1992), cited in the course material, peace building is defined as action to identify and support structures which will tend to strengthen and solidify peace in order to avoid a relapse into conflict, tackling the deepest causes of conflict, including economic despair, social injustice, and:",Political oppression,Excessive rainfall,International currency fluctuation,Agricultural surplus,A,"Boutros-Ghali (1992) defined peace building as action to identify and support structures that strengthen and solidify peace to avoid conflict relapse, tackling deepest causes of conflict: economic despair, social injustice, and political oppression.",3
"According to David (1999), cited in the course material, the three basic features of peace building include rehabilitation/reconstruction/reconciliation of societies, the creation of security-related mechanisms to build trust, and:",An external (foreign) intervention to create conditions for peace,The complete withdrawal of all international observers,The permanent abolition of the affected state's sovereignty,The immediate transfer of power to a foreign government,A,"David (1999:27) identifies three basic features of peace building: rehabilitation/reconstruction/reconciliation of ravaged societies, creation of trust-building mechanisms, and external intervention to create conditions for peace.",3
"According to the course material, the 'exclusivist' school of thought on peace building posits that it is a response to security problems and should not go beyond a period of:",Two to three years,Two to three decades,Two to three centuries,Two to three hours,A,"The 'exclusivist' school asserts that peace-building is a response to security problems and should not go beyond two to three years, unlike the 'inclusivist' school which sees it as needing seven to eight years, tied to development.",3
"According to Joseph Montville, cited in the course material, the phrase ""Track Two"" diplomacy, coined in 1982, refers to which type of diplomatic activity?","Non-governmental, informal and unofficial contacts between private citizen diplomats","Exclusively formal, government-to-government negotiations",Only military-led negotiations with no civilian involvement,Diplomatic activity conducted solely through written correspondence,A,"Joseph Montville coined the phrase ""Track Two"" in 1982 to describe non-governmental, informal, and unofficial contacts and activities between private citizen diplomats or non-state actors, outside formal government arrangements.",3
"According to the course material, the modern system of diplomatic protocol is generally agreed to have been founded by Cardinal Richelieu, the Chief Minister of which early 17th century French King?",Louis XIII,Louis XIV,Napoleon Bonaparte,Charles de Gaulle,A,"The present system of diplomatic protocol is generally agreed to have been founded by Cardinal Richelieu, the Chief Minister (sometimes called ""chief manipulator"") of the early 17th century French King Louis XIII.",3
"According to Fromm, quoted in Olasupo (2003), cited in the course material, human destructiveness is more frequent or intense than that found in the animal kingdom, and therefore must be explained as a result of specific conditions of human existence rather than as:",Animal heredity or a neuropsychological necessity,A universally agreed scientific consensus,A temporary economic downturn,A result of excessive rainfall patterns,A,"Fromm argues that human destructiveness, being more frequent or intense than in the animal kingdom, must be explained by specific conditions of human existence rather than animal heredity or neuropsychological necessity.",3
"According to the course material, Sigmund Freud attributed much of man's destructive behaviour to the operation of the death instinct, known as Thanatos, in contrast to the life instinct, known as:",Eros,Logos,Pathos,Ethos,A,"Freud attributed much of man's destructive behaviour to the operation of the death instinct (Thanatos), in contrast to the life instinct (Eros), though he argued civilisation demands people curtail primitive destructive tendencies.",3
"According to John Dollard, cited in the course material, the frustration-aggression hypothesis explains individual aggressiveness as being generated by frustration, defined as an interference with the occurrence of an instigated goal-response at its:",Proper time in the behaviour sequence,Exact geographic location,Precise monetary value,Correct grammatical structure,A,"Dollard's frustration-aggression hypothesis defines frustration as an interference with the occurrence of an instigated goal-response at its proper time in the behaviour sequence, generating aggressiveness.",3
"According to Galtung (1996), cited in the course material, violence can be analysed across six spaces: Nature, Person, Social, World, Culture, and:",Time,Money,Language,Weather,A,"Galtung (1996) uses six spaces to analyse violence: Nature (N), Person (P), Social (S), World (W), Culture (C), and Time (T), with violence or peace possible in any of these categories.",3
"According to the course material's discussion of Galtung's forms of violence, ""structural"" or ""indirect"" violence is defined as being built into the person, social, and world spaces, and is:",Unintended,Always deliberately planned in advance,Impossible to occur without physical weapons,"Exclusively found in international, not domestic, conflicts",A,"Structural or indirect violence, according to Galtung, is defined as built into the person, social, and world spaces, and is unintended, distinguishing it from direct/actor violence, which is intended by individuals acting singly or collectively.",3
