question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
Which of the following best defines Sociology?,The study of the human mind and internal behaviour,"The systematic study of groups and societies, and how social structures and cultures affect behaviour",The study of ancient civilisations through artefacts,The study of individual personality traits,B,"Sociology is the systematic study of the groups and societies in which people live, and how social structures and cultures affect behaviour.",1
"According to the unit, Sociologists are primarily interested in the ______ sources of behaviour, while Psychologists focus on the ______ sources.",internal; external,external; internal,biological; social,economic; political,B,"Sociologists look at external sources of behaviour (society, social class, etc.), while psychologists study internal sources (nervous system, personality).",1
Max Weber described Sociology as a science of what?,Economic exchange,Social action,Political institutions,Physical environment,B,"Max Weber described sociology as a science of social action, distinguishing action from social action.",1
"Emile Durkheim's concept of solidarity based on agreement to tolerate a range of differences, moderated by institutions like courts, is called:",Mechanical solidarity,Organic solidarity,Structural solidarity,Functional solidarity,B,"Durkheim's organic solidarity derives from agreement to tolerate a range of differences, with conflict moderated through institutions like courts and political parties.",1
"Mechanical solidarity, as described by Durkheim, is characteristic of which type of society?",Industrial societies,Pre-industrial societies,Post-modern societies,Globalised societies,B,"Mechanical solidarity, based on agreement and identity between people, is characteristic of pre-industrial societies.",1
Which of the following is NOT listed among the major scientific methods used in Sociology?,Survey,Archival research,Participant observation,Laboratory titration,D,"The three major scientific tools of sociological research listed are survey, archival research, and participant observation. Laboratory titration is a chemistry method, not a sociological one.",1
The term 'participant observer' was coined by:,Max Weber,Emile Durkheim,Eduard Linteman,August Comte,C,"Eduard Linteman (1924), a University of Chicago Sociologist, coined the term 'participant observer'.",1
Archival research primarily involves:,Interviewing subjects directly by phone,Using existing records gathered originally for another purpose as data,Observing a group while pretending to be a member,Conducting laboratory experiments,B,"Archival research uses existing records (e.g. census figures, birth records, test scores) gathered originally for some other purpose, as data.",1
Which of these is listed as a practical significance of Sociology?,It eliminates all social conflict,It provides a clearer understanding of social situations and promotes cultural awareness,It replaces the need for government policy,It focuses only on individual psychology,B,"Practical significance of Sociology includes providing clearer understanding of social situations, assessing policy results, and promoting cultural awareness.",1
"Which discipline shares Sociology's interest in the impact of social structure and culture on behaviour, but usually focuses on non-western, pre-literate, or small communities?",Economics,Political Science,Anthropology,Geography,C,"Anthropology shares Sociology's interest in social structure and culture's impact, but anthropologists usually study non-western, pre-literate societies or small groups.",1
