question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to Michael Gottfredson and Travis Hirschi (1980), cited in the course material, in their book ""A General Theory of Crime"", crime is defined as an act of force or fraud undertaken in pursuit of:",Self-interest,"Purely altruistic, selfless motives",Government-mandated objectives only,International diplomatic goals exclusively,A,"Gottfredson and Hirschi (1980), in ""A General Theory of Crime"", define crime as ""an act of force or fraud undertaken in pursuit of self-interest"", explicitly avoiding a legal definition based on violating criminal law.",2
"According to Herman and Julia Schwendinger (2001), cited in the course material, crime is defined as violations of the ""historically determined rights of individuals"", a definition that reconstitutes the study of crime by focusing attention on racism, sexism, and:",Poverty,International trade tariffs,Weather patterns,Sporting competitions,A,"The Schwendingers (2001) define crime as violations of the historically determined rights of individuals, focusing attention on racism, sexism, and poverty, encouraging criminologists to become ""guardians of human rights"" rather than ""defenders of order"".",2
"According to the course material, the four typical types of crime according to their nature of affiliation are violent crimes, property crimes, business and government-related crimes, and:","Drug abuse, drug trafficking, and organised crimes",Only crimes committed exclusively by minors,Only crimes committed exclusively against the state,Only crimes with no identifiable victim of any kind,A,"The four typical types of crime discussed are violent crimes, property crimes, business and government-related crimes, and drug abuse, drug trafficking, and organised crimes.",2
"According to the course material's discussion of crime statistics, ""dark figures"" refer to unreported crimes, while ""grey figures"" refer to crimes that are reported but:","Unrecorded, or manipulated to satisfy political or institutional interests",Immediately and fully prosecuted with no delay whatsoever,Recorded exclusively in a foreign country's crime statistics,Broadcast live on national television as they occur,A,"The course material distinguishes ""dark figures"" (unreported crimes) from ""grey figures"" (crimes reported but unrecorded, or with records manipulated to satisfy political and/or institutional interests), citing a real Nigerian bribery case as an example of the latter.",2
"According to the course material, the four sources of unofficial crime statistics are direct observation, weighting sources, self-report source, and:",Victim-survey source,Purely fictional accounts with no factual basis,Random public opinion polls with no methodology,Anonymous internet forum postings,A,"The four sources of unofficial crime statistics, used due to doubts about the reliability of official statistics, are direct observation, weighting sources, self-report source, and victim-survey source.",2
"According to Emile Durkheim, cited in the course material's discussion of community reactions to crime, crime is defined as a behaviour that shocks the sentiments of:","All ""healthy"" consciences",Only government officials directly,No one in a properly functioning society,Exclusively religious leaders,A,"Durkheim defined crime as a behaviour that shocks the sentiments of all ""healthy"" consciences, since crime offends the shared sense of what is valued, with punishment as a reaction that enhances social solidarity.",2
"According to the course material, the two forms of social control that bring about conformity to society's norms and laws are informal social control and:",Formal social control,Purely religious control with no secular dimension,Exclusively military control,"International, cross-border control only",A,"The two forms of social control discussed are informal social control (operating through mechanisms like socialisation, public opinion, and familial systems in preliterate societies) and formal social control.",2
"According to the course material, under common law, ""forcible rape"" was defined to require penetration of the penis into the vagina; a variant called ""date rape"" involves forced sexual intercourse during a situation where the alleged victim had agreed to:",Some forms of social contact but not sexual intercourse,The complete sexual act from the very beginning,No contact of any kind whatsoever with the perpetrator,A formal written agreement outlining consent in advance,A,"""Date rape"" involves forced sexual intercourse during a situation in which the alleged victim has agreed to some forms of social contact but not sexual intercourse, distinguishing it from other forms of forcible rape.",2
"According to the course material, the two elements that distinguish robbery from larceny-theft are that in robbery, possessions are taken from a person by the use or threat of force, making it a crime against the person as well as a:",Property crime,Purely victimless crime,Crime with no legal classification whatsoever,Civil matter rather than a criminal one,A,"Robbery is distinguished from larceny-theft in that possessions are taken by the use or threat of force, making robbery not just a property crime but also a crime against the person, potentially resulting in personal violence.",2
"According to Leslie Wilkins (1964), cited in the course material, in any stable social system, the increase in economic activity and affluence would lead to increased opportunities for both honest practices and:",Dishonest practices,A complete elimination of all crime,Reduced overall social mobility,A permanent decline in consumer spending,A,"Wilkins (1964) observed that in any stable social system, increased economic activity and affluence lead to increased opportunities for both honest and dishonest practices, such that as the number of motor cars increases, so do opportunities for car theft.",2
