question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
Social organisation is said to give the basis for:,Individual isolation,Maintaining order in a society and predicting behaviour,Eliminating all social roles,Random group formation,B,Social organisation gives the basis for maintaining order in a society and for predicting its behaviour as well as that of its members.,3
Social organisation is said to have two aspects. Which of the following pairs correctly identifies them?,Form (structure) and process,Economics and politics,Religion and law,Family and school,A,Social organisation has two aspects: the form of structure (how individuals/institutions are given size and position) and process (the dynamic ordering of society).,3
"Which is the most elementary level of social organisation, occurring between two persons such as a teacher and student?",Total societal level,Group level,Inter-personal level,Institutional level,C,"The inter-personal level is the most elementary form of social organisation, occurring between persons such as teacher and student, father and children.",3
"Which is the highest level of social organisation, made up of both interpersonal and inter-group relations?",Interpersonal level,Group level,Total level of the society,Individual level,C,"The total level of the society is the highest level, made up of both interpersonal and inter-group relations.",3
What concept does social organisation recognise regarding differences in individual capabilities?,Division of labour,Uniform equality,Random assignment,Total centralisation,A,"Social organisation recognises division of labour, arranging people and institutions into different positions and roles based on their capabilities.",3
"According to this unit, social organisation is essentially described as an organisation of:",Money,Roles,Land,Weapons,B,The unit concludes that social organisation is an organisation of roles -- every individual is a role player in a given society.,3
"In a secondary school system example given in this unit, which of these is listed as a role player?",The Principal,A foreign diplomat,A stockbroker,A meteorologist,A,"The Principal, along with vice-principals, Heads of Department, and school counsellors, is listed as an example of role players in a secondary school system.",3
"The group level of social organisation is particularly of interest to which professionals, according to the unit?",Only economists,Sociologists and social psychologists,Only historians,Only lawyers,B,"Social scientists, particularly sociologists and social psychologists, are especially interested in group-level behaviour.",3
The unit states that individual differences in capability can result from:,Physiological/hereditary elements or environmental factors,Only random chance,Only formal education,Only religious upbringing,A,"Individual differences in capability can be the result of physiological or hereditary elements, or environmental factors.",3
Roles in social organisation are described as being:,Played haphazardly with no order,"Ordered, with positions duly regulated",Fixed permanently at birth,Irrelevant to society's function,B,The unit emphasises that roles are not played haphazardly -- social organisation ensures roles are ordered and positions are duly regulated.,3
"According to Schein (1965), how many conditions must be fulfilled to distinguish a group from a random collection of individuals?",One,Two,Three,Five,C,"Schein (1965) identified three conditions: people interact with one another, are psychologically aware of one another, and perceive themselves to be a group.",3
Which of the following are the four stages of group development described in this unit?,"Planning, doing, checking, acting","Forming, storming, norming, performing","Starting, growing, peaking, ending","Meeting, greeting, working, leaving",B,"The four stages of group development are: Forming, Storming, Norming, and Performing.",3
"During which stage of group development do factions form and personalities clash, with little communication occurring?",Forming,Storming,Norming,Performing,B,"Storming is the stage when 'all Hell breaks loose', factions form, personalities clash, and communication is minimal.",3
During which stage does the group settle into a system allowing free exchange of views and mutual support?,Forming,Storming,Norming,Performing,D,Performing is the culmination stage when the group settles into free exchange of views and a high degree of mutual support.,3
'Official' groups established by management to run the organisation smoothly are called:,Informal groups,Formal groups,Out-groups,Secondary groups only,B,"Formal or 'official' groups form part of the organisational structure, established by management to ensure smooth running of the organisation.",3
"Groups established by employees themselves, to meet social and security needs rather than organisational ends, are called:",Formal groups,Informal groups,Primary groups only,Reference groups,B,"Informal or unofficial groups are established by employees themselves for their own purposes, generally to meet social and security needs.",3
"A small group with face-to-face relationships, such as a family, is called a:",Secondary group,Primary group,Out-group,Formal group only,B,"A primary group is relatively small, with face-to-face, intimate, and frequent interaction, such as a family or village group.",3
"A group characterised by a 'we-feeling', loyalty, and sacrifice to maintain membership is called:",Out-group,In-group,Secondary group,Reference group,B,"An in-group is characterised by a 'we-feeling' -- loyalty, sacrifice, comradeship, and a sense of attachment among members.",3
Which of the following is listed as a factor encouraging group cohesiveness?,Large group size,Physical proximity,Frequent membership turnover,Lack of common goals,B,"Physical proximity, along with similarity of work, small group size, and common social features, is listed as a factor encouraging group cohesiveness.",3
"According to Adair (1986), what distinguishes a team from a group with a common aim?",Teams have no leader,"Members' contributions are seen as complementary, and can work as a team even while apart",Teams must always be in the same physical location,Teams cannot exceed 5 people,B,"Adair (1986) describes a team as a group where contributions are seen as complementary, with the test of a good team being whether members can work as a team while apart.",3
The unit uses two major criteria to measure group effectiveness. Which pair correctly identifies them?,Profit and loss,"How effectively tasks were accomplished, and the level of individual satisfaction with membership",Group size and location,Age and gender of members,B,Group effectiveness is measured by how effectively group tasks were accomplished (organisational goals) and the level of individual satisfaction (personal goals).,3
Social differentiation is defined in this unit as:,The complete absence of social roles,"The division of every human society into distinctive social roles and functions, based on inherited and acquired differences",A process unique to animal societies,A synonym for social change,B,"Social differentiation is the division of every human society into distinctive social roles and functions, based on both inherited and acquired differences.",3
"According to the unit, human societies differ from animal societies in what important respect?",Human societies are less complex,Even the simplest human society is more internally differentiated than the most complex animal society,Animal societies have more roles,There is no meaningful difference,B,Even the simplest human society appears more internally differentiated than the most complex animal society.,3
"Which term describes the process of arranging social positions in order of importance, with more important positions receiving greater rewards?",Stratification,Ranking,Socialisation,Conformity,B,"Ranking is one way societies distribute members to positions, valuing positions differently and rewarding those requiring exceptional skills more.",3
A special type of social differentiation where social positions are arranged in a graded hierarchy of superior and inferior ranks is called:,Ranking,Stratification,Mobility,Socialisation,B,Stratification is a special type of social differentiation where societies arrange positions in a graded hierarchy of socially superior or inferior ranks.,3
"According to Functionalists, as cited in this unit, is social stratification avoidable in modern societies?","Yes, it can be entirely eliminated",No -- Functionalists hold it is inevitable and necessary,It only exists in undeveloped nations,It is a temporary phenomenon,B,Functionalists hold that social stratification is an inevitable and necessary element of modern societies.,3
Which of the following is given as an example of individual differences leading to differentiated social positions?,"Being a Doctor, Pharmacist, or Mechanical Engineer",Having the same eye colour,Living on the same street,Speaking the same language,A,"Individual differences in interests, attitudes, and beliefs determine social positions or roles such as being a Doctor, Pharmacist, or Mechanical Engineer.",3
Social differentiation is described as important for a society because it enhances:,Total equality,The continued survival of the society,The elimination of all roles,Isolation between groups,B,Social differentiation is very important for every society because its operations enhance the continued survival of the society.,3
"In human societies, coordination of individual efforts to maintain society is achieved through what the unit terms:",Cultural specialisation,Total isolation,Random selection,Anarchic distribution,A,The coordination of individual efforts to maintain the society is achieved through what is termed cultural specialisation.,3
This unit identifies two main ways societies distribute their members to available positions. What are they?,Voting and lottery,Ranking and stratification,Election and inheritance,War and negotiation,B,Ranking and stratification are the two main ways human societies distribute their members to available social positions.,3
"According to this unit, individuals who perform functions requiring exceptional skills usually receive:",Fewer rewards to maintain equality,Greater rewards and privileges,No compensation,Only symbolic recognition,B,"Individuals filling positions of great importance and requiring exceptional skills usually receive greater rewards and privileges, including prestige and money.",3
Religion is defined in this unit as:,Any organised political system,"A set of beliefs, symbols, and practices based on the idea of the sacred, uniting believers into a community",A purely economic institution,A synonym for culture,B,"Religion is defined as a set of beliefs, symbols, and practices (rituals) based on the idea of the sacred, uniting believers into a socio-religious community.",3
"According to the unit, why do sociologists define religion by reference to the sacred rather than belief in a god or gods?",Because it makes social comparison possible,Because all religions worship the same god,Because belief in gods is not real,Because the sacred is easier to measure scientifically,A,Sociologists define religion by reference to the sacred rather than belief in a god or gods because it makes social comparison across different religions possible.,3
Which of the following is one of the four basic elements of religion identified in this unit?,Taxation,Beliefs,Currency,Nationality,B,"The four basic elements of religion are beliefs, rituals, subjective experience, and community.",3
"Formal, stylised enactments of religious beliefs such as processions, chants, and prayers are called:",Beliefs,Rituals,Communities,Sects,B,"Rituals are formal, stylised enactments of religious beliefs, such as processions, chants, prayers, and sacraments.",3
Which theorist saw religion as an instrument of oppression used by a ruling class to cover up economic exploitation of the masses?,Emile Durkheim,Karl Marx,Max Weber,August Comte,B,Karl Marx saw religion as an instrument of oppression used by a ruling class to cover up economic exploitation of the masses.,3
Which theorist emphasised the function of religion as a celebration of the social order?,Karl Marx,Emile Durkheim,Max Weber,George Peter Murdock,B,Durkheim emphasised the function of religion as a celebration of the social order.,3
Which theorist saw religion as an agent of social change?,Karl Marx,Emile Durkheim,Max Weber,Herbert Spencer,C,"Max Weber saw religion as an agent of social change, differing from Marx's and Durkheim's views.",3
"A religious organisation that is the official religion of its society, endorsing and being endorsed by the state, is called:",A sect,An established church,A cult,A denomination,B,"An established church is the official religion of its society, endorsing existing political and economic institutions and endorsed by the state.",3
"A religious organisation that claims unique legitimacy but stands apart from society, often dissociating from worldly affairs, is called:",A denomination,An established church,A sect,A cult,C,"A sect asserts unique legitimacy but stands apart from society, viewing society as too sinful to influence except from without.",3
"A religious organisation that accepts the legitimacy of other religions but has a negative relationship to society, often focusing on individual peace of mind, is called:",A denomination,An established church,A sect,A cult,D,"A cult accepts the legitimacy of other religions but has a negative relationship to society, focusing more on individual peace of mind than social change.",3
Social interaction is defined in this unit as:,Isolated individual activity,"Interactions and relationships that exist between/among people in everyday life, involving mutual influence",A purely economic transaction,"A random, unrelated event",B,"Social interaction refers to the interactions and relationships between/among people in everyday life, resulting from mutual influence, not parallel activity.",3
The 'drama-turgical approach' referenced in this unit draws an analogy between real life and:,A courtroom trial,The stage (theatre),A scientific experiment,A sports match,B,"The drama-turgical approach draws an analogy between real life and the stage, where each person interprets a role in their own way.",3
"Which term refers to the countless unspoken, often unconscious rules people use to maintain order and predictability in everyday social interaction?",Symbolic interactionism,Ethnomethodology,Social stratification,Collective behaviour,B,"Ethnomethodology refers to the countless unspoken, often unconscious rules people use to maintain order and predictability in everyday social interaction.",3
"According to this unit, social identity derives from:",Genetics alone,"The positions we occupy in society, such as student, friend, or professional role",A single fixed trait,Government registration only,B,"Social identity derives from the positions we occupy in society -- such as student, daughter, friend, poet -- including roles we aspire to and currently occupy.",3
"According to this unit, our social identity requires:",Complete secrecy,Public validation,No interaction with others,Government approval,B,"Unlike private identity, which may include thoughts never divulged, social identity requires public validation from others.",3
Which social scientists' perspective is described as stressing the role of language and other symbols in the social construction of identity?,Functionalists,Symbolic interactionists,Structuralists,Marxists,B,Symbolic interactionists stress the role of language and other symbols (like fashion) in the social construction of identity and relationships.,3
"In the case study of children in this unit, what social skill is described as very vital because it helps children interact positively?",Turn-taking,Memorisation,Competitive racing,Solitary play,A,Turn-taking is described as a very vital social skill because it helps children interact with each other positively and is used throughout life.,3
"According to this unit, children with positive self-esteem tend to be:",More aggressive and less tolerant,Less aggressive and more tolerant of others,Completely unaffected by social factors,Unable to form friendships,B,Children who have positive self-esteem are usually less aggressive and more tolerant of others.,3
"Non-verbal communication in social interaction is sometimes called 'body language', but the unit notes this term is:",The only accurate term to use,"Somewhat misleading, since non-verbal cues also eliminate, amplify, or expand on spoken words",Not relevant to sociology,Only used in formal settings,B,"The term 'body language' is described as misleading because non-verbal cues are characteristically used to eliminate, amplify, or expand on what is being said in words, not act independently.",3
"Which range of social interactions does this unit describe, from superficial to deep?",Only formal business interactions,From strangers passing in the street to deep relationships like husband and wife,Only online interactions,Only interactions within one's own family,B,"Social interactions range from superficial contacts (strangers passing in the street) to deep, long-lasting, complex relationships such as husband and wife.",3
"According to this unit, what happens to social organisation's form and function over time?",It remains permanently fixed,"It is dynamic, showing growth and adaptation in structure and function",It only changes through revolution,It cannot be studied scientifically,B,"Social organisation is said to be dynamic, with growth and adaptation occurring in both its structure and its functions over time.",3
"According to this unit, do all individuals in a society perform the same social role?","Yes, all roles are identical",No -- social differentiation assigns distinctive roles and functions based on inherited and acquired differences,Only wealthy individuals have roles,Roles are assigned randomly with no basis,B,Social differentiation is precisely the division of society into distinctive roles and functions based on inherited and acquired differences -- not identical roles for all.,3
