question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, a good risk management program involves four basic steps: identification of risks, analysis and study of risk, operationalization of risk-management alternatives, and:",Ongoing study of security programs,Immediate cessation of all business operations,Complete elimination of all forms of insurance,Permanent closure of the facility being assessed,A,"The four basic steps of risk management are identification of risks, analysis and study of risk, operationalization of risk-management alternatives (avoidance, reduction, spreading, transfer, self-assumption), and ongoing study of security programs.",3
"According to the course material, a ""security survey"", as defined by Momboisse (1977), is a critical, on-site examination to ascertain the present security status and:",Make recommendations to improve the overall security of the operation,Immediately terminate all employees suspected of any wrongdoing,Replace all human security personnel with automated systems,"Report findings exclusively to law enforcement, bypassing company management",A,"Momboisse (1977) defines a security survey as a critical, on-site examination to ascertain the present security status, identify deficits or excess, determine protection needs, and make recommendations to improve overall security.",3
"According to the course material, when analyzing security risks, Fischer and Green (2004) recommend the security manager consider aspects of a facility including the perimeter, the parking lot, and:",All doors and windows less than 18 feet above ground level,The colour scheme of the interior decoration,The brand of computer used by employees,The number of plants in the office lobby,A,"Fischer and Green (2004) recommend evaluating the perimeter, the parking lot, adjacent building windows and rooftops, and all doors and windows less than 18 feet above ground level, among other factors.",3
"According to the course material, one of the ten functions and duties of Private Security Companies (PSCs) is that security officers are often trained to perform arrest and control procedures, operate emergency equipment, and:",Perform first aid,Issue traffic tickets with full legal authority equal to the police,Preside over criminal court cases,Grant official government licences to other companies,A,"Security officers are often trained to perform arrest and control procedures (including handcuffing and restraints), operate emergency equipment, perform first aid, take accurate notes, and write detailed reports.",3
"According to the course material, one listed disadvantage of the private security industry is that dependence on private security can breed:",State complacency,Immediate economic collapse of the entire nation,The total elimination of all crime nationwide,A permanent decrease in the national population,A,"One disadvantage of the private security industry is that dependence on private security, industries breed state complacency, potentially reducing the state's own investment in public security provision.",3
"According to the course material, one of the six challenges confronting private security guards in Nigeria is the cost of registration, with the NSCDC Act 2003 (as amended 2007) mandating a minimum capital requirement of:",N10 million,"N1,000",N1 billion,N100,A,"The NSCDC Act 2003, as amended in 2007, mandates every private security firm wishing to be registered to have a minimum capital of N10 million, a high cost that has led many providers to operate unregistered.",3
"According to the course material, citing Abrahamsen and Williams (2005), the decisions of unregistered private security firms to ""pay guards according to the value of individual contracts"" means that guards at the same level and experience may:",Earn different wages depending on where the company deploys them,Always earn identical salaries regardless of assignment,Receive their pay directly from the Nigerian federal government,Be automatically promoted to management after one year,A,"Abrahamsen and Williams (2005) describe how unregistered firms pay guards according to the value of individual contracts, meaning guards at the same level and experience earn different wages depending on where the company deploys them, citing wages as low as N6,000 per month.",3
"According to the course material, the unlawful activities of the ""Bakassi Boys"" in eastern Nigeria and the brutality of some Odua Peoples Congress (OPC) guards are cited as examples of which challenge facing private security in Nigeria?",The problem of overzealousness and brutality,The complete absence of any private security companies,A shortage of qualified applicants for security jobs,Excessive government funding of private security,A,The habits of brutality among some OPC guards and the unlawful activities of the Bakassi Boys in eastern Nigeria are cited as examples of the challenge of overzealousness and brutality in private security.,3
"According to the course material, the major technical areas of computer security are usually represented by the initials CIA, standing for Confidentiality, Integrity, and:",Authentication (or Availability),Accountability,Arbitration,Aggregation,A,"The major technical areas of computer security are represented by CIA: Confidentiality (information not accessed by unauthorized parties), Integrity (protection against undetectable unauthorized changes), and Authentication or Availability.",3
"According to the course material, the ""Salami Technique"" of computer crime involves:",Trimming off small amounts of money from many sources and diverting them into one's own account,Physically stealing a computer's hard drive,Installing antivirus software without authorization,Reporting a colleague's misconduct to a supervisor,A,"The Salami Technique implies trimming off small amounts of money from many sources, most common in banking environments, where an employee alters a program to deduct tiny amounts from many accounts and accumulate them elsewhere.",3
"According to the course material, a ""Trojan Horse"" computer program is best described as one that:",Masquerades as a benign application while stealing information or harming the system,Replicates itself rapidly across a network without any human involvement,"Is a legitimate, officially licensed piece of antivirus software",Physically damages computer hardware through electrical surges only,A,"A Trojan Horse is a destructive program that masquerades as a benign application, appearing to perform a desirable function before stealing information or harming the system; unlike viruses or worms, it does not replicate itself.",3
"According to the course material, the four facets of computer protection identified are disaster-recovery planning, identification and access control of software and data, physical security, and:",Encryption,Advertising,Outsourcing,Litigation,A,"The four facets of computer protection are disaster-recovery planning, identification and access control of software and data, encryption, and physical security.",3
"According to the course material, the Nigeria Security and Civil Defence Corps (NSCDC) was established in Nigeria on 23rd May 1967, initially known as the:",Lagos Civil Defence Committee,National Police Academy,Federal Bureau of Security,Ministry of Internal Defence,A,"The NSCDC was established on 23rd May 1967 during the Civil War, initially referred to as the Lagos Civil Defence Committee, before being renamed and integrated under the Federal Ministry of Internal Affairs.",3
"According to the course material, the NSCDC was transformed from a voluntary organisation into a full-fledged paramilitary organisation through an Act of 2003, as amended in 2007, under which former civilian president?",Chief Olusegun Obasanjo,General Yakubu Gowon,General Muhammadu Buhari,Alhaji Shehu Shagari,A,"Former civilian president Chief Olusegun Obasanjo transformed the NSCDC from a voluntary organisation into a full-fledged paramilitary organisation through the Act of 2003, as amended in 2007.",3
"According to the course material, one of the functions bestowed on the NSCDC by the 2003 Act (as amended in 2007) is to recommend to the Minister the registration of private guard companies, and to:","Supervise and monitor the activities of all private guard companies, keeping a register for that purpose",Directly appoint the Chief Executive Officer of every private security company,Set the exact retail price of all consumer goods sold in Nigeria,Conduct Nigeria's national population census,A,"Among its functions, the NSCDC recommends to the Minister the registration of private guard companies, inspects their premises and training facilities, and supervises and monitors their activities, keeping a register for that purpose.",3
"According to the course material, the Nigeria Security and Civil Defence Corps is headed by a Commandant General, assisted by Deputy Commandants General overseeing directorates including Administration, Operations, Technical Services, and:",Intelligence/Investigations,International Diplomacy,Agricultural Development,Public Health,A,"The NSCDC is headed by a Commandant General, assisted by Deputy Commandants General in charge of the Directorate of Administration, Directorate of Operations, Directorate of Intelligence/Investigations, and Directorate of Technical Services.",3
"According to the course material, at the grassroots level of the NSCDC's organisational structure, officers in charge of the various wards, who report matters to district officers, are known as:",Cell officers,Zonal Commandants,Area Commandants,Divisional Officers,A,"At the grassroots level, cell officers are in charge of the various wards and report matters to the district officers, who in turn report to divisional officers responsible for the 774 Local Government Areas.",3
"According to the course material's discussion of risk analysis, according to Broder (2004), one benefit of risk analysis is that it will highlight areas in which greater or lesser:",Security is needed,Advertising is required,Employee salaries should be increased,Office space should be rented,A,"Broder (2004) identifies benefits of risk analysis including showing the current security posture profile, highlighting areas needing greater or lesser security, and assembling facts for developing cost-effective countermeasures.",3
"According to the course material, a security checklist can take different forms, including simple Yes/No question lists, open questions, and checklists that are:","Narrowly focused on specific operations, or broader in scope covering all company operations","Only ever administered verbally, with no written record kept",Legally required to be published in a national newspaper,Restricted exclusively to questions about employee salaries,A,"Security checklists can take different forms: simple Yes/No question lists, open-ended questions, checklists narrowly focused on specific operations or activities, and broader checklists covering security concerns common to all company operations.",3
