question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
A computer is basically defined in this unit as:,A television set with a keyboard,A tool or machine used for processing data to give required information,A type of calculator only,A storage box for documents,B,A computer is basically defined as a tool or machine used for processing data to give required information.,1
"Which term refers to facts about a person, object, or place, such as name, age, or height?",Information,Data,Output,Software,B,"Data refers to facts about a person, object or place, e.g. name, age, complexion, school, class, height.",1
"Which term refers to processed data or a meaningful statement, e.g. net pay of workers or examination results?",Data,Information,Hardware,Input,B,Information is referred to as processed data or a meaningful statement.,1
Which of the following are the three major methods of data processing discussed in this unit?,"Manual, mechanical, computer","Digital, analog, hybrid","Input, process, output","Batch, online, real-time",A,"The three major methods of data processing are manual, mechanical, and computer methods.",1
Which characteristic of a computer refers to its ability to manipulate large data at incredible response time?,Accuracy,Storage,Speed,Reliability,C,Speed is the characteristic describing the computer's ability to manipulate large data at incredible speed and response time.,1
"According to this unit, once a program is in the computer's memory, it can run automatically each time it is opened. This describes which characteristic?",Flexibility,Automatic,Reliability,Accuracy,B,"This describes the 'Automatic' characteristic: once a program is in memory, it can run automatically with little further instruction needed.",1
The computing system is made up of which three broad elements?,"Hardware, software, internet","The computer system, the user, and the environment","Input, processing, output","RAM, ROM, and CPU",B,"The computing system is made up of the computer system, the user, and the environment in which the computer operates.",1
"Which part of the computer hardware comprises the ALU, the control unit, and the main memory?",The input unit,The output unit,The processing unit,The auxiliary unit,C,"The processing unit is made up of the Arithmetic and Logic Unit (ALU), the control unit, and the main memory.",1
"According to this unit, computer software can be categorized into which groups?",Hardware and firmware only,"System software, utility software, and application programs",Input and output software only,Fast and slow software,B,"Computer programs could be categorized into system software, utility software, and application programs.",1
"Within the category of expert computer users, which of the following is listed as a sub-category?",Data entry clerk,"Computer engineers, computer programmers, and computer operators",Casual browsers,None -- expert users have no sub-categories,B,"Expert users could be further categorized into computer engineers, computer programmers and computer operators.",1
"Which of the following is listed as part of the computing environment, alongside the building and furniture?",Auxiliary devices such as voltage stabilizers and UPS,The operating system,The programming language used,The internet connection speed,A,"The computing environment includes the building, furniture and fittings, and auxiliary devices such as the voltage stabilizer, UPS, fans, and air conditioners.",1
"Who built an early electronic computer in 1937 intended to help solve systems of partial differential equations, though it was not programmable?",Alan Turing,J. V. Atanasoff,John Von Neumann,Charles Babbage,B,"J. V. Atanasoff, a professor at Iowa State, began building this machine in 1937; by 1941 with Clifford Berry it could solve 29 simultaneous equations, but it was not programmable.",1
"Which machine, designed by Alan Turing for the British military in 1943, played a key role in breaking German codes during WWII?",ENIAC,EDVAC,Colossus,UNIVAC,C,"Colossus, designed by Alan Turing in 1943, played an important role in breaking codes used by the German army in WWII.",1
"Which was the first general-purpose programmable electronic computer, built by Eckert and Mauchly at the University of Pennsylvania?",Colossus,ENIAC,EDVAC,CDC 6600,B,ENIAC (Electronic Numerical Integrator and Computer) was the first general purpose programmable electronic computer.,1
