question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
Social stratification is defined in this unit as:,Equal distribution of resources among all members,"The unequal distribution of attributes, qualities, or possessions regarded as desirable and valuable within a society",A synonym for social mobility,A temporary economic condition,B,"Social stratification is the unequal distribution of attributes, qualities, or possessions among members of a society that are usually regarded as desirable and valuable.",4
Which of the following are the three dimensions of stratification identified by social scientists in this unit?,"Class, Status, Power","Race, Gender, Age","Wealth, Health, Education only","Religion, Language, Ethnicity",A,"The three dimensions of stratification are Class, Status, and Power.",4
"Which dimension of stratification refers to the relative amount of money, wealth, and economic goods a person possesses?",Status,Power,Class,Authority,C,"Class refers to the relative amount of money, wealth, and other economic goods that a person or social group possesses.",4
Which dimension of stratification refers to the relative degree of prestige and privilege a person can claim from others?,Class,Status,Power,Ranking,B,Status refers to the relative degree of prestige and privilege that a person or social group can successfully claim from other members of society.,4
Which of the following is listed as one of the bases on which people are stratified in this unit?,Shoe size,"Ethnic status, religion, and race",Favourite food,Height alone,B,"Ethnic status, religion, and race are among the bases on which people are stratified, alongside power, income, authority, education, and property ownership.",4
"According to Functionalists, as noted in this unit, is social stratification avoidable?","Yes, it is entirely artificial and avoidable",No -- it is an inevitable and necessary element of modern societies,Only in socialist societies,It applies only to ancient societies,B,Functionalists hold that social stratification is an inevitable and necessary element of modern societies.,4
"In a stratified society, social inequality is described as:",Random and unrelated to social structure,"Institutionalised, part of the social structure, and passed from generation to generation",Always temporary and quickly resolved,Only present in rural areas,B,"In a stratified society, social inequality is institutionalised -- part of the social structure and passed from one generation to another.",4
Which of these is listed among the bases on which people are stratified?,Ownership of property,Number of siblings only,Favourite colour,Astrological sign,A,"Ownership of property is listed among the bases of stratification, alongside power, income, authority, ethnic status, religion, race, education, and occupation.",4
"Power, as a dimension of stratification, refers to:",Physical strength alone,The ability of ensuring compliance among members of a group,A person's income level only,Religious devotion,B,"Power, as a dimension of stratification, refers to the ability of ensuring compliance among members of a group.",4
"According to this unit, occupation or skill and achievement in it is considered:",Irrelevant to stratification,One of the bases on which people are stratified,Only relevant in traditional societies,A synonym for class alone,B,Occupation or skill and achievement in it is listed as one of the bases on which people are stratified in a society.,4
Social mobility is defined in this unit as:,"A fixed, unchanging social position",The movement of individuals or groups between different positions within a system of social stratification,A synonym for social differentiation,Physical relocation to another country only,B,Social mobility refers to the movement (usually of individuals but sometimes whole groups) between different positions within the system of social stratification.,4
"Which type of social mobility refers to the movement of individuals from one social class to another, based on educational or economic achievement?",Group mobility,Individual mobility,Horizontal mobility,Career mobility,B,"Individual mobility refers to the movement of individuals from one social class to another, often measured by comparing present position to the class they were born into.",4
Which type of mobility refers to a change in status occurring between a child and a parent?,Vertical mobility,Horizontal mobility,Generational mobility,Career mobility,C,Generational mobility relates to any change in status that occurs between a child and a parent.,4
"A bank manager transferred from an Ibadan branch to a Lagos branch, retaining the same status, illustrates which type of mobility?",Vertical mobility,Horizontal mobility,Group mobility,Generational mobility,B,Horizontal mobility refers to movement on the same status level; the bank manager transfer example maintains the same rank/status.,4
A person being promoted at work illustrates which type of mobility?,Horizontal mobility (upward),Vertical mobility (upward),Generational mobility,Group mobility,B,Vertical mobility refers to movement either upward or downward across strata; a promotion is an example of upward vertical mobility.,4
