question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, ""mind control"" is defined as:",The successful control of the thoughts and actions of another without his or her consent,Any effort by parents to raise their children according to social or moral standards,The use of persuasive advertising to encourage a purchase,Any form of self-discipline or personal behaviour modification,A,"Mind control is defined as the successful control of the thoughts and actions of another without his or her consent, implying the victim has given up basic beliefs and been made to accept contrasting ideas.",3
"According to the course material, after narrowing down misconceptions, using fear or force to manipulate or coerce someone is explicitly stated to NOT constitute mind control because:","Once the threat of punishment is lifted, the extorted beliefs vanish","Fear and force are, by definition, the only true forms of mind control",Coercion always results in permanent and irreversible belief change,The victim always willingly agrees to the coercer's demands,A,"The course material states that inquisitions using fear or force do not succeed in capturing the mind, since as soon as the threat of punishment is lifted, the extorted beliefs vanish - true mind control does not depend on ongoing threat.",3
"According to Paul Wehr, cited in the course material's discussion of conflict mapping, parties in a conflict can be classified as primary parties, secondary parties, and:","Third parties, such as mediators and peacekeeping forces","Only government officials, with no other classification possible",Exclusively media organizations covering the conflict,Random bystanders with absolutely no connection to any party,A,"Wehr's conflict mapping classifies parties as primary parties (direct stake, using fighting behaviour), secondary parties (indirect stake, allies/sympathizers), and third parties (mediators, peacekeeping forces who might intervene).",3
"According to Burton (1990), cited in the course material's discussion of conflict mapping, an important purpose of mapping is to help opposing parties distinguish their stated goals or positions from their:","True interests or needs, such as security, recognition, respect, and justice",Financial bank account balances,Preferred choice of clothing or fashion,Exact geographic coordinates of their headquarters,A,"Burton (1990) notes that mapping helps parties distinguish their goals/positions (specific demands) from their true interests/needs (security, recognition, respect, justice) and bring the two closer together.",3
"According to the course material's discussion of decision-making approaches, a ""Cognitive Approach"" to decision making involves ranking options based on:",Chosen criteria and assessing each option's attributes against that criteria set,"Purely emotional, affective responses with no analytical component",A coin toss or other random selection method,The opinion of a single uninformed bystander,A,"The cognitive approach ranks options on the basis of chosen criteria, assessing each option's attributes (e.g., education, experience, skill set) against those criteria to develop a final ranking - representing a strong ""Thinking"" cognitive style.",3
"According to the course material, ""consensus"" decisions are best described as decisions in which:","All involved are willing to support the decision, even if they do not fully agree with it",One hundred percent of participants must fully and enthusiastically agree,Only a single designated expert makes the final call,The decision is made purely by majority vote with no discussion,A,"Consensus decisions are those in which all involved are willing to support the decision; consensus does not mean everyone fully agrees, but that disagreements are set aside in favour of wholehearted support for the outcome.",3
"According to the course material's discussion of decision-making approaches, ""expert"" decisions are made by a designated internal or external subject matter expert, and are most useful in:",Highly technical or complex decision-making processes,Only the most trivial and unimportant of team decisions,Situations where no expertise of any kind is required,Decisions that must be made without any deliberation whatsoever,A,"Expert decisions, made by a designated subject matter expert given authority to decide, are useful in highly technical or complex processes, though they risk disagreement over who counts as the expert and can leave others feeling excluded.",3
"According to the course material's discussion of attitude change, attitudes develop according to the ABC model, standing for Affect, Behavioural change, and:",Cognition,Consequence,Coercion,Contradiction,A,"Attitudes develop according to the ABC model: Affect (the psychological/emotional response), Behavioural intention, and Cognition (the cognitive evaluation of the entity that helps form the attitude).",3
"According to the course material, when an inconsistency exists between components of attitude or between attitude and behaviour, the resulting condition is termed:",Cognitive dissonance,Emotional stability,Behavioural conformity,Rational alignment,A,"When inconsistency exists among attitude components or between attitude and behaviour, a condition called cognitive dissonance develops, motivating the individual to make changes to reduce that dissonance.",3
"According to the course material's discussion of persuasion, the ""central route"" to persuasion involves presenting an individual with data and motivating them to evaluate it, while the ""peripheral route"" instead encourages the individual to focus on:",Source characteristics rather than the message contents,"An even deeper, more rigorous analysis of the data presented",Ignoring the message and the source entirely,"A random, unrelated topic with no connection to the message",A,"In the central route to persuasion, the individual evaluates the data itself; in the peripheral route, the individual is encouraged to focus not on message contents but on source characteristics instead.",3
