question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material's perception characteristics framework, one of the five characteristics linking perception to conflict is the transition from perception to action, noting that when perceptions are built on stereotypes, such as ethnic stereotypes across Nigeria, the attendant actions are usually:",Quick and not subject to deep consideration,Always delayed by several years before any action is taken,Impossible to translate into any behaviour whatsoever,Only expressed through formal legal documentation,A,"When perceptions are built on stereotypes, such as ethnic stereotypes across Nigeria, the attendant actions are usually quick and not subject to deep consideration, which the course material identifies as a factor in Nigeria's ethnic conflicts.",2
"According to the course material's causes of conflict framework linked to perception, the mid-1980s conflict centred on a parcel of land bordering two communities was the:",Umuleri-Aguleri conflict,Tiv-Jukun conflict,Berom-Fulani conflict,Ife-Modakeke conflict,A,"The mid-1980s Umuleri-Aguleri conflict centred on a parcel of land bordering the two communities, cited as an example of a resource-based conflict rooted in perception.",2
"According to the course material, the recurrent crises over the ownership of portions of Warri involved conflict between the Urhobo and Itsekiris, and separately between the Ijaws and:",Itsekiris,Fulani pastoralists,Yoruba settlers,Igbo traders,A,"The recurrent crises on ownership of portions of Warri were land-resource-based conflicts between the Urhobo and Itsekiris on one hand, and between the Ijaws and Itsekiris on the other.",2
"According to the course material, ""selective perception"" as a barrier to social perception is best described as the perceiver's attempt to:",Filter huge amounts of information to support their own viewpoint,Receive absolutely all available information with no filtering whatsoever,Ignore their own viewpoint entirely in favour of others' opinions,Avoid forming any opinion about anyone under any circumstances,A,"Selective perception derives from the perceiver's attempt to filter the huge amount of information they receive to support their own viewpoint, leaving out information that might threaten or discomfort them.",2
"According to the course material, there are over how many different languages in use every day in Nigeria, including dialects spoken in various regions of the country?",450,45,4,"4,500",A,"The course material states there are over 450 different languages in use every day in Nigeria, including dialects spoken in various regions of the country.",2
"According to the course material, ""bypassing"" as a language-based barrier to communication results from the false belief that:","Each word has only one meaning, and words have meaning in themselves",All words in every language mean exactly the same thing,Communication is impossible between people of different genders,Silence always conveys a clearer message than speech,A,"Bypassing usually results from the false belief that each word has only one meaning and that words have meaning in themselves, when in reality most words have multiple uses and meanings.",2
"According to the course material, one recommended way to reduce bypassing in communication is to ""query and paraphrase"", which involves:",Asking questions and restating a message in your own words to check for shared understanding,Never asking the other party any questions under any circumstances,Refusing to restate or clarify any message once it has been given,"Communicating exclusively through written, not verbal, means",A,"Querying and paraphrasing involves asking questions and restating a message or its derived meaning in your own words whenever there is a possibility of misunderstanding, to check that both parties received a similar message.",2
"According to the course material, ""polarisation"", a language-based barrier that escalates conflict to the point where two parties simply cannot communicate, is referred to in peace studies as the:",Pendulum effect,Ripple effect,Domino effect,Butterfly effect,A,"Polarisation, the tendency to view things in extremes, is referred to in peace studies as the pendulum effect, representing how a person's perception of reality can swing to opposite extremes during disagreement.",2
"According to the course material, ""early warning"" is defined, among other things, as the systematic collection and analysis of information from areas of crisis for purposes including anticipating the escalation of violent conflict and the development of:",Strategic responses to these crises,Permanent military solutions only,New national holidays,Fictional case studies for entertainment,A,Early warning is the systematic collection and analysis of information from crisis areas for the purposes of anticipating escalation of violent conflict and developing strategic responses to these crises.,2
"According to the course material, the relationship between early warning and early response is best understood as two sides of a coin, in which:","Early response is the goal, while early warning is the tool required to achieve it","Early warning is the goal, while early response has no practical value",The two concepts are entirely unrelated to one another,"Early warning always occurs after early response, never before it",A,"Early response should be seen as the goal, while early warning is a tool required to achieve the desired goal; the value of early warning therefore lies in the response capacity it enables.",2
