question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the International Law Commission, arbitration is defined as a procedure for settlement of disputes between states based on:",Military strength,"A binding award on the basis of law, from an undertaking voluntarily accepted",Popular vote,Religious doctrine,B,"The International Law Commission (1953) defines arbitration as a procedure for settling disputes by a binding award based on law, resulting from a voluntarily accepted undertaking.",2
"A key difference between arbitration and court adjudication, according to Akehurst, is that in domestic law:","Judges are appointed by the disputing parties, but arbitrators are not","Arbitrators are conferred jurisdiction by agreement, while judges' jurisdiction comes from general law",Arbitration always takes longer than court proceedings,Court decisions are never binding,B,"Akehurst distinguishes that arbitrators' jurisdiction in domestic law comes from agreement between parties, while judges derive jurisdiction from the general law.",2
"According to the course material, the order of increasing formality among ADR approaches runs from negotiation through conciliation and facilitation to:","Mediation, then arbitration",Adjudication only,Direct violence,Silence,A,"The material describes an increasing order of formality: negotiation to conciliation to facilitation to mediation to arbitration, even to court-annexed hybrids.",2
"In the Nigeria-Cameroon dispute over the Bakassi Peninsula, the case at the International Court of Justice (ICJ) took approximately how long before a ruling was delivered?",One year,Three years,Eight years,Twenty years,C,"The course material states it took the ICJ eight years before its ruling could be delivered in the Nigeria-Cameroon Bakassi case, illustrating a major drawback of court adjudication.",2
"In the communication process described in the course material, the person who receives and interprets a message is called the:",Sender,Encoder,Decoder,Mediator,C,"The listener, who receives and interprets the message, is called the decoder, while the person sending the message is the speaker/sender.",2
"Which of the following is identified as a ""roadblock to communication"" in the course material?",Encouraging,Clarifying,Threatening,Restating,C,"Threatening (""If you don't, then..."") is listed as a roadblock to communication, alongside ordering, preaching, lecturing, judging, and prying, unlike encouraging, clarifying, and restating, which are active listening techniques.",2
"The ""I FEEL"" message technique for anger management is preferred over the ""YOU ARE"" message because it:",Attacks and blames the other person directly,Helps the other person understand your perspective without feeling attacked,Always results in an immediate apology,Removes the need for any further conversation,B,"The ""I FEEL"" message opens dialogue and offers explanation, while a ""YOU ARE"" message attacks and blames, making the other person feel attacked even if unintended.",2
"According to Nnoli (1980), ethnicity is best described as:",A biological classification of people,A social phenomenon associated with interactions among members of different ethnic groups,A purely political construct with no social basis,An outdated concept with no modern relevance,B,"Nnoli (1980) defined ethnicity as a social phenomenon associated with interactions among members of different ethnic groups, distinguished by common language and culture.",2
"According to the course material's discussion of ethnic conflict, a genuine ""ethnic conflict"" is one that:",Involves any two people from different backgrounds,Is caused by ethnic difference ALONE,Always involves religion,Only occurs in Africa,B,"The material states ethnic conflicts are conflicts caused as a result of ethnic difference alone; many conflicts labeled ""ethnic"" in Nigeria are actually religious, economic, or political in origin.",2
"The ""Issue Based Approach"" to resolving ethnic conflict focuses on:",Punishing the ethnic group perceived to be at fault,"The underlying issues causing the problem, such as resources or religion",Ignoring the conflict until it resolves itself,Assigning blame to outside colonial powers only,B,"The Issue Based Approach focuses attention on the actual issues causing the conflict (e.g. resource-based or religious), helping address root human needs, concerns, and fears for a win-win outcome.",2
