question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, the word ""security"" is derived from the Greek word ""se-cura"", meaning:",To be in a state of no fear,To possess great wealth,To command an army,To own private property,A,"The word security emanated from the Greek word se-cura, meaning to be in a state of no fear; security is the protection of life and property of a person.",1
"According to the course material, the Institute for Security and Open Methodologies (ISECOM) defines security in the OSSTMM as a form of protection where a separation is created between:",The assets and the threat,The government and its citizens,Private companies and public companies,The police and the military,A,"ISECOM's OSSTMM defines security as ""a form of protection where a separation is created between the assets and the threat"", including the elimination of either the asset or the threat.",1
"According to the course material, which of the following is listed as one of the basic security concepts that recur throughout different fields of security?","Assurance, the level of guarantee that a security system will behave as expected","Profit, the amount of money a company earns from clients","Publicity, the level of media coverage a company receives","Popularity, how well-liked a security company is",A,"The security concepts listed include Assurance (level of guarantee a system will behave as expected), Countermeasure, Defence in depth, Exploit, Risk, Threat, and Vulnerability.",1
"According to the course material, the two broad categories into which the Private Security Sector is divided are Private Security Companies (PSCs) and:","Private Military Companies (PMCs), sometimes called Privatized Military Firms (PMFs)",Public Police Companies (PPCs),National Guard Units (NGUs),Community Watch Groups (CWGs),A,"According to Small (2006), the Private Security Sector is divided into two categories: Private Military Companies (PMCs), sometimes referred to as Privatized Military Firms (PMFs), and Private Security Companies (PSCs).",1
"According to Singer (2003), cited in the course material, who prefers to call Private Military Firms (PMFs) ""Corporate Warriors"", PMFs are defined as:",Business organizations that trade in professional services intricately linked to warfare,Non-profit charities that provide free security to the poor,Government agencies that regulate the security industry,International courts that prosecute war crimes,A,"Singer (2003:8), who prefers the term ""Corporate Warriors"", defines PMFs as business organizations that trade in professional services intricately linked to warfare.",1
"According to the course material, private security services can be divided into ""proprietary"" and ""contract"" services. Proprietary security operations are best described as those that are:","""In-house"" or controlled entirely by the company establishing security for its own operations",Provided by an outside professional security company under contract,A combination of propriety management and contractual line services,Provided exclusively by the government at no cost to the client,A,"Proprietary security operations are those that are ""in-house"" or controlled entirely by the company establishing security for its operations, as distinct from contract security services provided by outside firms.",1
"According to the course material, a combination of proprietary management and contractual line services is known as:",A hybrid system,A mercenary system,A monopolistic system,A cooperative system,A,"A hybrid system is the combination of proprietary management and contractual line services; for it to succeed, according to Fischer and Green (2004), all parties to the contract must be willing to communicate openly.",1
"According to the course material, one of the advantages of contract security services over proprietary guards is cost, since which of the following extra cost factors are avoided?","Liability insurance, payroll taxes, uniforms, equipment, training time, sick leave and vacations",The need to ever pay any guard at all,The requirement to register the company with the government,The obligation to provide any form of identification to guards,A,"Contract services are more economical because liability insurance, payroll taxes, uniforms and equipment, and the time involved in training, sick leave and vacations are all extra cost factors considered in establishing a proprietary force.",1
"According to the course material, Nigeria Investigation and Security Company (NISCO), the first private security outfit providing uniformed guards in Nigeria, came into being in:",1965,1914,1986,2003,A,"Nigeria Investigation and Security Company (NISCO), the first private security outfit providing uniformed guards in Nigeria, came into being in 1965, and is still in business.",1
"According to the course material, citing Abrahamsen and Williams (2005), there are currently estimated to be between 1,500 and 2,000 Private Security Companies (PSCs) in Nigeria, with more than how many people on their payroll serving as guards?","100,000","1,000",10 million,500,A,"It is estimated that there are currently between 1,500 and 2,000 Private Security Companies (PSCs) in Nigeria, with more than 100,000 people on their payroll serving as guards.",1
