question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, the relationship between law and morality is best illustrated by the image of:","Two intersecting circles, showing shared and distinct areas","Two completely separate, non-overlapping circles","A single, identical circle",A straight line with no curvature,A,"The relationship between law and morality is illustrated by two intersecting circles, showing that while they have distinct grounds, there is also an area of commonality between them.",3
"Under Section 314 of the Criminal Code of Southern Nigeria, a person is not deemed to have killed another if:",The death does not occur within a year and a day of the cause of death,The victim was over 60 years old,The act occurred on a public holiday,The killing was witnessed by more than five people,A,"Section 314 states that a person is not deemed to have killed another if death does not occur within a year and a day of the cause of death, illustrating a legal technicality that morality does not require.",3
"In the Nigerian case of Akanni v. R (1959), the court held that men who watched an old woman die in a burning house without helping her:","Had not committed any legal offence, though their inaction was morally disgraceful",Were found guilty of murder,Were fined for their inaction,Were required to pay compensation to her family,A,"In Akanni v. R, the court held that the men had not committed any legal offence, even though their failure to help was morally disgraceful, illustrating that law generally does not punish omission except where there is a legal duty to act.",3
"According to the course material, prostitution in Nigeria is:","Not a crime per se, but soliciting for it or living off its proceeds (like pimps) constitutes a crime","Completely legal in every respect, with no related offences",Punished with the death penalty,Regulated exclusively by customary law,A,"While prostitution itself is not a crime per se in Nigeria, soliciting for it or making a living from it (such as pimping) does constitute a crime.",3
"According to the course material, in early or primitive societies, the relationship between law and custom was such that:","Custom was also the law, since there was no developed legal system of written laws",Written statutes completely replaced all custom,Custom had no bearing on legal outcomes whatsoever,Only religious leaders could interpret custom,A,"In early primitive societies, custom was also the law, since such societies had no developed legal system characterized by written laws and centralized administrative machinery.",3
"For customary law to be applied in Nigeria's legal system, it must pass a test to ensure it is not:","Repugnant to natural justice, equity, and good conscience",Written down in any form,Older than 100 years,Practiced by more than one ethnic group,A,"Nigerian customary law must pass the ""repugnancy test"", it must not be repugnant to natural justice, equity, and good conscience, or incompatible with any law currently in force.",3
The course material cites the outlawing of the custom of killing twins in Calabar as an example of how:,Law can be used to change or override custom,Custom always overrides law in Nigeria,Customs cannot be legislated against,Colonial law had no effect on local customs,A,"The outlawing of the custom of killing twins in Calabar illustrates that law, when backed by the state's coercive apparatus, can be used to change or override custom, showing law is the dominant partner.",3
"In the course material's discussion of law and force, the key distinction between an armed robber and a policeman exercising similar physical force is that the policeman's force is characterized by:",Legitimacy and authority,Greater physical strength,The use of more advanced weapons,A louder uniform color,A,"The critical distinction is that the force associated with law is characterized by legitimacy and authority, citizens believe the policeman is entitled to their obedience, unlike the armed robber, who commands compliance through fear alone.",3
"According to the course material, one argument against the necessity of force in law is based on the idea of:","Social contract, where people obey law because they consent to its operation, not because of coercion",Universal military conscription,The complete absence of any government,Mandatory religious observance,A,"One argument against force being essential to law rests on the social contract idea, that people obey law because they consent to or acquiesce in its operation, not purely due to the threat of force.",3
"Plato's conception of justice, cited in the course material, holds that justice consists of:",Everyone and everything acting according to its proper place in the order of things,Complete equality of outcome for all citizens regardless of role,The total abolition of social roles,Justice being determined solely by majority vote,A,"Plato defined justice as everyone and everything acting according to its proper place in the order of things, for example, doctors healing the sick and philosophers ruling, each performing their proper function.",3
"The two fundamental principles of natural justice cited in the course material are ""audi alteram partem"" (hear the other side) and:","""Nemo judex in causa sua"" (you must not be a judge in your own case)","""Res ipsa loquitur"" (the thing speaks for itself)","""Caveat emptor"" (let the buyer beware)","""Habeas corpus"" (produce the body)",A,The two fundamental principles of natural justice are audi alteram partem (hear the other side) and nemo judex in causa sua (you must not be a judge in your own case).,3
"""Formal justice"", as described in the course material, rests on the principle that:","""Likes should be treated alike"", without questioning whether the classification itself is just",Only wealthy individuals deserve justice,All rules must be immediately abolished,Justice requires no rules or procedures whatsoever,A,"Formal justice rests on the cliche ""likes should be treated alike"", it is concerned only with whether rules are applied consistently to those within the same category, not whether the classification itself is just.",3
"""Substantial justice"", unlike formal justice, additionally requires that:","The rules themselves be judged as just, and that equity allow for individualized application",All defendants receive identical sentences regardless of circumstances,No discretion ever be given to judges,Rules never be questioned under any circumstances,A,"Substantial justice requires, beyond formal justice, that the rules themselves be evaluated as just, and that equity be applied to allow individualized consideration of circumstances.",3
"According to the course material, ""legal injustice"" can occur when:","A case is decided contrary to what the law prescribes, or when a properly made law is itself unjust",The law is always perfectly just by definition,Legal injustice is a logical impossibility,"Only formal justice matters, with no other consideration",A,"Legal injustice can occur in multiple ways, including when a case is decided contrary to legal provisions, when the law is not administered impartially, or when a properly enacted law is itself substantively unjust.",3
"According to the course material, law, though seemingly restricting freedom, actually:",Expands freedom for the whole by preventing individuals from encroaching on others' freedom,Has no relationship with the concept of freedom,Always and only decreases total freedom in society,Applies exclusively to non-citizens,A,"Although law imposes restraints, it expands freedom for society as a whole, illustrated by Lord Denning's remark that ""your right to swing your fist ends where my nose begins"".",3
"The Universal Declaration of Human Rights, a landmark international guarantee of basic freedoms, was adopted by the United Nations in:",1948,1861,1914,1999,A,"The Universal Declaration of Human Rights was adopted by the United Nations in 1948, aiming to guarantee basic freedoms at an international level.",3
"According to Section 33 of the 1999 Nigerian Constitution, the right to life may be lawfully overridden in situations including:","Execution of a court sentence, or reasonable force used in self-defence or to suppress a riot",Any circumstance a government official personally deems necessary,Only in cases involving foreign nationals,"Never, under any circumstances whatsoever",A,"Section 33 allows deprivation of the right to life in specific situations, including execution of a court sentence, reasonable force in self-defence, effecting a lawful arrest, or suppressing a riot or mutiny.",3
"A.V. Dicey's 1915 formulation of the Rule of Law identified three elements, one being the absolute supremacy of regular law over arbitrary power. The other two are equality of everyone before the law, and:",The courts being the best custodians of people's rights,Complete abolition of any judicial system,Total exemption of government officials from all laws,The replacement of all law with religious doctrine,A,"Dicey's three elements of the Rule of Law are: supremacy of regular law over arbitrary power, equality of everyone before the law, and that courts are the best custodians of people's rights.",3
A criticism of Dicey's original Rule of Law formulation is that:,"It is unrealistic to expect equality before the law, given phenomena like diplomatic immunity or presidential immunity",It requires too much discretion for judges,"It applies only to criminal, not civil, matters",It has never been implemented anywhere in the world,A,"Critics note that absolute equality before the law is unrealistic, given the existence of diplomatic immunity and immunity granted to presidents and governors while in office.",3
"The two clear principles emerging from the Rule of Law concept, as discussed in the course material, are legality and:",Due process,Absolute monarchy,Total elimination of courts,Unlimited executive power,A,The two inter-related elements emerging from the Rule of Law are legality (restraint on applying criminal sanctions) and due process (ensuring the justice process minimizes convicting the innocent).,3
"According to the course material, laws relating to contract do not command anyone to enter into a contract, which poses a problem for defining law strictly as:","""Commands of a sovereign""",Custom alone,Religious doctrine exclusively,International treaties only,A,"Laws relating to contract, which do not command anyone to act, pose a problem for definitions of law based strictly on ""commands of a sovereign"", since not all valid laws take the form of commands.",3
"According to Justice Julius Stone (1964), cited in the course material regarding the difficulty of defining law:","Law is necessarily an abstract term, and the definer is free to choose a level of abstraction that makes sense to those addressed","Law has one single, universally agreed definition",Definitions of law are entirely unnecessary,Only lawyers are permitted to discuss the meaning of law,A,"Justice Julius Stone noted that law is necessarily an abstract term, and the definer must choose a level of abstraction that is meaningful and significant to those the definition addresses.",3
