question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"The word ""sociology"" was coined by Auguste Comte from the Latin word ""socius"" and the Greek word:","""Logus"", meaning study, science, or theory","""Bios"", meaning life","""Psyche"", meaning mind","""Demos"", meaning people",A,"Comte coined ""sociology"" from the Latin ""socius"" (social/society) and the Greek ""logus"" (study, science, or theory), giving the etymological meaning ""study of society"".",1
"According to the course material, a good working definition of sociology is the discipline concerned with:",The scientific study of human social interactions and the products of such interactions,The study of individual psychology only,The management of business organizations,The classification of plant and animal species,A,"Sociology is defined as the scientific study of human social interactions and the products of such interactions, such as social institutions like family, religion, and government.",1
"C. Wright Mills' concept of the ""sociological imagination"" refers to the:","Quality of mind to grasp the interplay of man and society, biography and history, self and world",Ability to memorize legal statutes,Skill of predicting stock market trends,Talent for creative writing,A,"Mills (1959) described the sociological imagination as the quality of mind enabling one to grasp the interplay of man and society, biography and history, and self and world.",1
"John Austin's definition of law, reflecting the Command Theory, describes law as:",A rule laid down for the guidance of an intelligent being by an intelligent being having power over him,The unanimous agreement of all citizens,"A set of natural, unchangeable moral truths",Whatever a religious leader declares to be true,A,"John Austin defined law as a rule laid down for the guidance of an intelligent being by another intelligent being having power over him, reflecting the Imperative/Command Theory of law.",1
"Friedrich Von Savigny argued that law does not come from a legislator, but emanates from:","The popular consciousness of a nation, known as ""volkgeist""",International treaties alone,Ancient Roman texts exclusively,Individual contracts between citizens,A,"Von Savigny maintained that law emanates from the popular consciousness of a nation, referred to by the German term ""volkgeist"" (spirit of the people).",1
"According to the course material, which of the following is one of the sources of law discussed?",Legislation,Weather patterns,Personal preference of a single individual,Random chance,A,"The sources of law discussed include Legislation, Custom and Judicial Precedents, Equity, and subsidiary sources such as scholarly writings.",1
"""Equity"", as a source of law, developed in England to:",Mitigate the harshness of the common law by allowing relief on grounds of conscience,Replace all existing statutes immediately,Eliminate the role of judges entirely,Abolish the concept of fairness,A,Equity developed to mitigate the harshness of common law; the English Lord Chancellor granted relief on grounds of conscience when litigants suffered under strict common law.,1
"The distinction between criminal law and civil law, according to the course material, is that criminal law aims to:","Punish the offender, while civil law aims to redress wrongs, mainly through compensation",Only apply to government employees,Regulate international trade exclusively,Replace all forms of civil law,A,"The aim of criminal law is to punish the offender, while civil law aims to redress wrongs, mainly through compensating the wronged party.",1
Which of the following is listed as one of the manifest functions of law in the course material?,"Provision of redress for harm done to an individual, mainly through the law of tort",Elimination of all forms of government,Guaranteeing equal wealth distribution,Preventing all forms of human interaction,A,"One of the manifest functions of law is providing redress for harm done to an individual, achieved mainly through the law of tort.",1
"In Thomas Hobbes' Leviathan (1651), he argues that without law, life would be:","""Solitary, poor, nasty, brutish and short""",Perfectly harmonious and peaceful,Identical to life under strict government,Governed entirely by religious doctrine,A,"Hobbes argued that without a common power to keep people in awe, life would be a state of war of everyman against everyman, and ""the life of man is solitary, poor, nasty, brutish and short"".",1
"Which philosopher argued that what is needed in society is not law but education, believing that only philosophers should rule?",Plato,Thomas Hobbes,John Austin,Jean Bodin,A,"Plato argued that education, not law, is what society needs, maintaining that only philosophers (the most educated) should rule.",1
Karl Marx believed that with the eventual coming of communism:,"Law, along with other coercive institutions of the state, would wither away",Law would become the only form of social control,All customary law would be immediately codified,Legal positivism would become the dominant theory,A,"Marx believed that with the advent of communism, law along with other coercive institutions of the state would eventually wither away, as they would no longer be needed.",1
"Sociology of Law became institutionalized as a modern empirical science, according to the course material, when the research committee of sociology of law was established by the International Sociological Association in:",1962,1900,1776,2000,A,"Some scholars date the institutionalization of Sociology of Law as a modern empirical science to 1962, when the research committee of sociology of law was established by the International Sociological Association.",1
"Montesquieu's 1748 work, ""De l'esprit des lois"", is cited as an early example of applying the sociological perspective to law because it:",Demonstrated the ways in which law and society may shape each other,Was the first codified national constitution,Established the first international court,Banned the use of customary law entirely,A,"Montesquieu's 1748 work is cited as clearly demonstrating the ways in which law and society may shape each other, an early sociological perspective on law.",1
