question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the Commonwealth of Learning (COL, 2015) definition used in this unit, open and distance learning is characterised by:",Physical presence of teacher and learner at all times,"Separation of teacher and learner in time and/or space, with multiple media for instruction",Only written correspondence with no other media,A single mode of instructional delivery,B,"COL (2015) defines ODL as a system of teaching and learning characterised by separation of teacher and learner in time and/or space, using multiple media for delivery of instruction.",1
"Who is credited with the first officially recognised attempt at distance education, teaching shorthand by mail in the 1840s?",Sir Isaac Pitman,Chief Olusegun Obasanjo,Professor Afolabi Ojo,Alhaji Shehu Shagari,A,"Sir Isaac Pitman taught shorthand by mail starting in the 1840s, considered the first officially recognised attempt at distance education.",1
"According to Schultz, Schultz and Embry-Riddle (2008), the three developmental stages of distance education are:","Print, radio, internet","Correspondence, sound/video signal, computer technology","Ancient, medieval, modern","Local, national, international",B,"The three-stage development followed in this unit is: correspondence stage, sound and video signal stage, and computer technology stage.",1
"Which Nigerian university was first to operate the dual mode of open and distance learning at the tertiary level, via its University of the Air (1972)?",University of Lagos,Ahmadu Bello University,University of Ibadan,National Open University of Nigeria,B,"Ahmadu Bello University first employed ODL at the tertiary level, establishing the University of the Air in 1972.",1
The National Open University of Nigeria (NOUN) was first established in 1983 but suspended in 1984 by General Muhammad Buhari; it was later re-established in what year?,1990,1999,2002,2010,C,"NOUN was re-established in 2002 during the tenure of Chief Olusegun Obasanjo, after the original 1983 establishment was suspended in 1984.",1
"Which former Nigerian president enrolled as a student at NOUN after leaving office, eventually earning a PhD in Christian Theology?",Alhaji Shehu Shagari,General Muhammad Buhari,Chief Olusegun Obasanjo,Professor Afolabi Ojo,C,"Chief Olusegun Obasanjo enrolled at NOUN after leaving office, becoming the first doctoral graduate of Christian Theology at NOUN.",1
"According to statistics cited in this unit, what percentage of qualified Nigerian applicants could not gain admission to conventional universities (per Umar, 2006)?",About 20%,About 50%,About 80%,About 95%,C,Umar (2006) estimated about 80% of qualified prospective students could not gain admission into conventional universities.,1
NOUN is described in this unit as the only institution in Nigeria operating which mode of ODL?,Dual mode,Mono-mode,Hybrid mode,Correspondence-only mode,B,NOUN is the only mono-mode open and distance learning university in Nigeria as of the time of this unit's writing.,1
The 1977 National Policy on Education (NPE) is cited in this unit as evidence that Nigeria's ODL development is:,Unplanned and accidental,Rooted in a formal government policy,Copied entirely from the UK model,A recent 21st-century development,B,"The 1977 NPE anticipated the coming of open and distance learning, showing that Nigeria's ODL development is rooted in policy.",1
"Which body was established in 2003, in partnership with the Commonwealth of Learning (COL), to support ODL research and capacity building in West Africa?",RETRIDAL,SIWES,DICT,NECO,A,The Regional Training and Research Institute for Open and Distance Learning (RETRIDAL) was established in 2003 in partnership with COL.,1
"The first Open University in the world, established in 1969 in the United Kingdom, is called:",National Open University of Nigeria,The Open University,Athabasca University,Wawasan Open University,B,"The Open University was established in 1969 as a public distance learning and research university, one of the biggest in the UK.",1
"Openness in ODL, per Kanwar (2015), can be discussed in three major areas. Which of the following is one of them?","Openness as to people, place, and ideas",Openness as to money only,Openness as to age only,Openness as to nationality only,A,"Kanwar (2015) discusses openness in three major areas: openness as to people, place, and ideas.",1
"Who coined the term 'open content' in 1998, referring to educational content that can be reused, revised, remixed, and redistributed without violating copyright?",David Wiley,Mishra,Tomei,Bull,A,David Wiley coined the term 'open content' in 1998; this led to the Open Educational Resources (OER) and MOOCs movements.,1
"Flexibility in ODL, as discussed in this unit, is examined across which three areas?","Cost, quality, speed","Place, time, pace","Reading, writing, speaking","Admission, registration, graduation",B,"Flexibility can be examined in three areas: place, time, and pace, according to this unit.",1
"According to research cited in this unit, which disadvantaged groups have gained access to higher education through the accessibility offered by ODL?",Only urban professionals,Prisoners and women in purdah,Only international students,Only postgraduate students,B,Prisoners and women in purdah are cited as disadvantaged groups who have gained access to higher education through ODL's accessibility.,1
How many types of interactivity does this unit identify as characteristic of ODL?,Two,Three,Four,Six,C,"Four kinds of interactivity are named: learner-to-content, learner-to-instructor, learner-to-learner, and learner-to-technology.",1
"Which type of interactivity refers to the time a learner spends engaging with textbooks, PowerPoints, and web pages?",Learner-to-instructor,Learner-to-content,Learner-to-learner,Learner-to-technology,B,"Learner-to-content interactivity refers to time spent with course content, including textbooks, PowerPoint, and web pages (Zimmerman, 2012).",1
"The learning approach that shifts instructional focus from the teacher to the learner, aiming to improve students' learning rather than mere transmission of information, is called:",Teacher-centred learning,Learner-centred learning,Correspondence learning,Passive learning,B,"Learner-centred learning shifts the focus of instruction from the teacher to the learner, aiming at improving students' learning and success.",1
"Which of the following is listed as a component of NOUN's affordability, according to this unit?",Free tuition for all students,Flexible payment plans,No examination fees,Free accommodation,B,"NOUN runs flexible payment plans, allowing students to pay compulsory fees at once and defer course/examination fee payment, as part of its affordability.",1
"The mixed-media courseware feature of ODL, as described in this unit, includes which of the following media types?",Only printed text,"Print, radio, television, audio, video, computer-based instruction, and telecommunications",Only computer-based instruction,Only radio broadcasts,B,"Mixed-media courseware includes print, radio, television broadcast, audio, video, computer-based instruction, and telecommunications.",1
"According to this unit, separation of teacher and learner occurs in which two planes?",Cost and quality,Place and time,Language and culture,Age and gender,B,Separation of teacher and learner occurs in two planes: place (physical distance) and time (including different time zones or asynchronous study times).,1
"According to this unit, the role of the ODL teacher has shifted from being the 'dispenser of information' to being described (by Bull, 2013) as more like:",A strict examiner,A tour guide,A silent observer,An administrator only,B,"Bull (2013) describes the online teacher's role as similar to a 'tour guide', directing and redirecting learners' attention toward key concepts.",1
"According to a study cited at the Lagos Study Centre (Adewale, 2014), what was the gender distribution of NOUN respondents?","50% male, 50% female","60% male, 40% female","40% male, 60% female","90% male, 10% female",C,"Adewale (2014) found 40% of respondents at Lagos Study Centre were male, while 60% were female.",1
"According to the age distribution data cited in this unit, which age range represented the largest percentage of NOUN students?",16-20,21-30,31-40,51 and above,B,"The 21-30 age range represented 40% of respondents, the largest single age group in the cited data.",1
Which of the following is listed as a characteristic quality expected of an ODL learner in this unit?,Dependence on constant supervision,Discipline and self-management,Avoidance of technology,Preference for isolation over all collaboration,B,"Discipline (self-discipline, self-monitoring, self-initiative, self-management) is listed as a key quality expected of a successful ODL learner.",1
"Learning environment, as defined by Warger and Dobbin (2009) in this unit, encompasses which of the following?",Only the physical classroom space,"Learning resources, technology, teaching methods, and human/cultural dimensions",Only assessment tools,Only administrative processes,B,"Warger and Dobbin (2009) define learning environment as encompassing learning resources and technology, teaching modes, and human/cultural dimensions.",1
The three roles of the teacher in ODL identified in this unit are:,"Examiner, disciplinarian, administrator","Creator/manager of learning environment, instructor, facilitator","Author, publisher, editor","Recruiter, marketer, salesperson",B,"The three major roles of the ODL teacher discussed are: creator and manager of learning environment, instructor, and facilitator.",1
"According to Cranton (1989), who did open and distance learning students traditionally consist of, and how has this changed?","Mostly adult students traditionally, now increasingly young adults","Mostly children, now mostly adults","Always young adults, unchanged over time","Mostly retirees, now mostly working professionals",A,"Cranton (1989) suggested ODL students were traditionally mostly adults, but this unit notes young adults aged 16-31 now form the majority.",1
"According to this unit, is the role of the teacher in ODL fixed and identical to that of a conventional classroom teacher?","Yes, it is entirely identical","No -- the teacher's role is changing, moving away from being the sole 'dispenser of information'",The teacher has no role at all in ODL,"Only the learner has a role, never the teacher",B,"The teacher's role is changing; the teacher is no longer the sole 'dispenser of information' as in traditional education (O'Neil, 2006).",1
"According to the employment status data cited in this unit, what percentage of NOUN students in the study were classified as employed?",24.8%,30%,45.2%,70%,C,"The cited study showed 45.2% of students were employed, 30% unemployed, and 24.8% self-employed.",1
"Reflective skill, as defined by Dabbagh (2007) in this unit, is the ability to:",Ignore one's own learning process entirely,Apply frequent and substantive consideration and assessment of one's own learning process and products,"Only reflect on others' work, never one's own",Avoid keeping any record of learning,B,Dabbagh (2007) defines reflective skills as the ability to apply frequent and substantive consideration and assessment of one's own learning process and products.,1
