question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to Akinboye and Ottoh (2005), cited in the course material, an international organisation is composed of sovereign independent states voluntarily joining in:",A common pursuit of certain goals,A single unified world government with no independent states,An arrangement that automatically dissolves after five years,A relationship exclusively based on military alliance,A,"Akinboye and Ottoh (2005) define an international organisation as composed of sovereign independent states, voluntarily joining in a common pursuit of certain goals.",3
"According to the course material, the United Nations Security Council, at its inception in 1945, had 11 members - five permanent members (United States, Soviet Union, Great Britain, France, and China) and six elected for a term of:",Two years,Twenty years,One month,Fifty years,A,"At its inception in 1945, the Security Council had 11 members - five permanent (US, Soviet Union, Great Britain, France, China) and six elected for a term of two years; by 1963 the total rose to 15.",3
"According to the course material, the Security Council's permanent members possess a power that can block any resolution deemed detrimental to their welfare, known as the power of:",Veto,Abstention Only,Recusal,Adjournment,A,"Any of the Security Council's permanent members could veto any bill found detrimental to its welfare, a defining feature of the Council's decision-making structure.",3
"According to the course material, the foremost officer of the United Nations, responsible for the day-to-day running of its Headquarters, is known as the:",Secretary-General,President of the General Assembly,Chief Justice of the World Court,Director of Peacekeeping,A,"The Secretary-General is the foremost officer of the United Nations, responsible, with his international staff, for the day-to-day running of the Headquarters and implementation of General Assembly and Security Council decisions.",3
"According to the course material, the Organisation of African Unity (OAU) ceased to exist and was replaced by the African Union (AU) at a summit of African Heads of State and Government held in South Africa in:",July 2002,June 1991,May 1975,October 2000,A,"In July 2002, at the summit of African Heads of State and Government in South Africa, the OAU ceased to exist and in its place came the African Union (AU).",3
"According to the course material, the treaty establishing the Economic Community of West African States (ECOWAS) was signed in Lagos on 28th May:",1975,1967,1991,2002,A,"The treaty establishing the Economic Community of West African States was signed in Lagos on 28th May 1975 by 15 states, with the number swelling by one in 1976.",3
"According to the course material, Article 33 of the UN Charter lists several peaceful means for settling disputes, including negotiation, enquiry, mediation, conciliation, arbitration, and:",Judicial settlement,Unlimited military escalation,Unilateral economic seizure,Permanent diplomatic silence,A,"Article 33 of the UN Charter lists negotiation, enquiry, mediation, conciliation, arbitration, judicial settlement, resort to regional agencies or arrangements, or other peaceful means of the parties' own choice.",3
"According to Mitchell and Banks (1996), cited in the course material, ""conflict resolution"" is defined as an outcome in which the issues in an existing conflict are dealt with through a solution that is mutually acceptable to the parties, self-sustaining in the long run, and productive of:","A new, positive relationship between parties that were previously hostile adversaries",A temporary ceasefire with no lasting change to the relationship,The complete elimination of one party from any future negotiations,A relationship that is identical in every respect to the pre-conflict situation,A,"Mitchell and Banks (1996) see conflict resolution as an outcome producing a mutually acceptable, self-sustaining solution and a new, positive relationship between parties that were previously hostile adversaries.",3
"According to the course material, John Burton (1990) refers to conflict management as ""conflict prevention"", describing it as the containment of conflict through steps that promote conditions in which:",Collaborative and valued relationships control the behaviour of conflict parties,Only military force is used to control all parties involved,No communication of any kind is permitted between conflicting parties,Conflict is guaranteed to be permanently and completely eliminated,A,"Burton (1990) refers to conflict management as ""conflict prevention"", seeing it as containment of conflict through steps introduced to promote conditions where collaborative and valued relationships control the behaviour of conflict parties.",3
"According to the International Law Institute's 1961 definition, cited in the course material, ""conciliation"" involves a commission set up by the parties which proceeds to the impartial examination of the dispute and attempts to define terms of settlement that are:",Susceptible of being accepted by the parties,Legally binding on the parties regardless of their wishes,Determined solely by the conciliator with no input from the parties,Kept permanently secret from all parties involved,A,The International Law Institute (1961) defines conciliation as involving a commission that examines a dispute impartially and attempts to define terms of settlement susceptible of being accepted by the parties.,3
"According to Moore (1996), cited in the course material, ""mediation"" is the intervention in a negotiation or conflict of an acceptable third party who has limited or no authoritative decision-making power but who assists the involved parties in:",Voluntarily reaching a mutually acceptable settlement of issues in dispute,Being forced into a legally binding decision against their will,Avoiding any form of dialogue with the opposing party,Escalating the conflict to a higher level of violence,A,"Moore (1996:15) considers mediation to be the intervention of an acceptable third party with limited or no authoritative decision-making power, who assists parties in voluntarily reaching a mutually acceptable settlement.",3
"According to the course material, historically, arbitration began with procedures established in 1794 under the Jay Treaty between the United States and:",The United Kingdom,France,Spain,The Netherlands,A,Arbitration historically began with procedures established in 1794 under the Jay Treaty between the United States and the United Kingdom for the settlement of bilateral disputes.,3
"According to the course material, the Hague Conference of 1899 on the Pacific Settlement of International Disputes led to the creation of an institution known as the:",Permanent Court of Arbitration,United Nations Security Council,International Criminal Court,World Trade Organization,A,The Hague Conference of 1899 on the Pacific Settlement of International Disputes led to the creation of the Permanent Court of Arbitration.,3
