question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material's discussion of attitude and persuasion, the three major source characteristics that affect persuasion are expertise, attractiveness, and:",Trustworthiness,Height,Nationality,Wealth,A,"The major source characteristics affecting persuasion are expertise, trustworthiness, and attractiveness; trustworthiness is established through deeds and by attribution of self-interest, among other factors.",4
"According to Josiah Osamba's research, cited in the course material, on indigenous approaches to conflict resolution among pastoral societies in Eastern Africa, communities studied include the Turkana, Pokot, Samburu, Somali, and:",Boran of Kenya,Only communities located in Western Europe,Exclusively urban populations with no pastoral tradition,Only communities with no history of any conflict whatsoever,A,"Osamba's study of pastoral societies in the borderlands of Eastern Africa examined communities including the Turkana, Pokot, Samburu, Somali, and Boran of Kenya, along with the Toposa, Merille, and Karamojong.",4
"According to the course material, in traditional pastoral societies studied, ""elders"" formed the senior generation-set and were responsible for laying down rules, initiating warriors, settling disputes, and:",Sanctioning raiding expeditions and determining grazing areas,Exclusively managing modern banking transactions,Enforcing decisions using only formal written legal codes,Having no spiritual or religious role whatsoever,A,"Elders, as the senior generation-set and political/spiritual leaders, laid down rules and procedures to initiate warriors, settle disputes, sanction raiding expeditions, and determine grazing areas in the transhumant pattern.",4
"According to the course material, among the Turkana, when a serious conflict occurred, elders would call a traditional peace conference during which a bull would be slaughtered and its blood:",Collected and sprinkled into the air as a way of binding the community to the peace covenant,"Used exclusively for private, individual consumption by the elders alone",Discarded without any ceremonial significance,Sold to neighbouring communities for profit,A,"At a Turkana traditional peace conference, a bull would be slaughtered and its blood collected and sprinkled into the air to bind the community to the peace covenant, followed by communal feasting, singing, and dancing.",4
"According to the course material, following conflicts between the Luo and Maasai of Kenya, a reconciliation ritual involved warriors placing spears over an obstacle of tree branches, and mothers from each group:","Exchanging babies with the ""enemy"" group and suckling them",Refusing any contact with the opposing group whatsoever,Exchanging money as the sole form of compensation,Being permanently separated from their own communities,A,"In the Luo-Maasai reconciliation ritual, mothers would exchange babies with the ""enemy"" group and suckle them, while warriors exchanged spears, as a way of creating a form of blood brotherhood that made renewed fighting almost impossible.",4
"According to the course material, the Maasai word for peace, ""Osotua"", literally refers to the umbilical cord because it symbolizes:","The first relationship, between a mother and her child",A purely commercial trade agreement between two parties,A military alliance formed for the purpose of conquest,A boundary line marking disputed territory,A,"Osotua, the Maasai word for peace, means ""a gift out of relationship""; it refers to the umbilical cord, symbolising the first, sacred relationship between mother and child, and by extension, all sacred relationships.",4
"According to the course material, among the Pokot, a pregnancy belt called ""Leketio"", studded with cowrie shells, is used to stop fighting when:",A mother removes it and places it between fighting men,It is worn exclusively during formal peace treaty signings only,It is buried underground as a symbolic gesture,It is given as a gift to the victorious side in a conflict,A,"Among the Pokot, when men are fighting, a mother (who need not be the biological mother, since in this community any woman can be a ""mother of the community"") removes her Leketio pregnancy belt and places it between the men, and the fighting must stop.",4
"According to the course material, ""Agacaca"", a traditional Rwandan conflict resolution mechanism among the Banyarwanda, derives its name from ""Urucaca"", which refers to:",A type of grass commonly found around family and clan enclosures,A formal written legal code enforced by the state,A specific weapon used exclusively in ceremonial duels,A currency used only for paying fines in disputes,A,"Agacaca derives its name from ""Urucaca"", a type of grass found around family/clan enclosures in Rwanda, Burundi, Western Uganda, and Northern Tanzania; disputes were resolved at this site through elder-mediated dialogue.",4
"According to the course material, Western conflict resolution theorists generally assume that conflict can and should be fully resolved, a philosophy that contrasts with many African and Arab-Islamic cultural approaches, which take the view that:","Many conflicts may be intractable, evolving through phases of escalation and calm rather than final resolution",All conflicts must always be resolved through immediate military force,Conflict should never be discussed or acknowledged under any circumstances,Only Western institutions are capable of managing any form of conflict,A,"Many cultures, including African and Arab-Islamic culture, take the less optimistic view that many conflicts may be intractable, evolving through phases of escalation and calm rather than being fully and finally ""resolved"".",4
"According to the course material's discussion of building trust from below, Burton affirms that culture is vital in conflict resolution because it functions as a:","""Satisfier""",Barrier that should always be eliminated,"Purely decorative, symbolic element with no practical role","A tool used exclusively by external, foreign mediators",A,"Burton affirms that culture is vital because it is a ""satisfier"" - cultural values are important to community members, and indigenous societies were more inclined toward rituals leading to cooperative problem solving than confrontation.",4
