question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, computer security is described as a branch of technology known as information security, with the objective of protecting information and property from theft, corruption, or natural disaster while allowing the information and property to remain:",Accessible,Permanently hidden from all users,Physically relocated abroad,Immediately destroyed,A,"Computer security's objective includes protecting information and property from theft, corruption, or natural disaster, while allowing the information and property to remain accessible to legitimate users.",3
"According to the course material, the first public computer virus removal task was performed by:","Bernt Fix, in 1987","Alan Turing, in 1945","Steve Jobs, in 1976","Bill Gates, in 1990",A,"The course material states that the first public virus removal task was performed by Bernt Fix in 1987, an early milestone in the history of anti-virus software.",3
"According to the course material, ""authentication"" in computer security is distinct from ""authorisation"" in that authentication merely ensures that an individual is who he or she claims to be, while authorisation is the process of:",Giving individuals access to system objects based on their identity,Physically installing new computer hardware,"Deleting old, unused computer files",Marketing new computer products to customers,A,"Authentication ensures an individual is who they claim to be, based on username and password, but authorisation is a distinct process of giving individuals access to system objects based on their confirmed identity.",3
"According to the course material, information security differs from computer security in that information security is wider in scope, going beyond the use of computer to create, modify, delete, or store information, while computer security is:",Entirely electronic in its focus,Concerned exclusively with print media,Focused solely on verbal communication,Unrelated to any form of data protection,A,"Information security is described as wider in scope than computer security, since it covers information regardless of form (electronic or print), while computer security's boundary is entirely electronic.",3
"According to the course material, examples of critical infrastructure requiring infrastructure security include airports, seaports, railways, network communications, hospitals, dams, and:",Oil refineries,Private residential swimming pools,Personal social media accounts,Individual smartphone applications,A,"Critical infrastructure requiring infrastructure security includes airports, seaports, railways, network communications, hospitals, the Central Bank, dams, oil refineries, highways, and bridges.",3
"According to the course material, the threats that can damage critical infrastructure basically include sabotage, terrorism, natural disaster, and:",Information warfare,Excessive rainfall alone,Population growth alone,Currency appreciation alone,A,"The course material identifies four basic threats to critical infrastructure: sabotage, terrorism, natural disaster, and information warfare.",3
"According to President John F. Kennedy (1961), cited in the course material's discussion of civil security, failing to recognise the possibilities of nuclear war without citizens knowing what they should do would be a:",Failure of responsibility,Purely academic concern with no practical importance,Matter reserved exclusively for military generals,A concern only relevant to enemy nations,A,"Kennedy (1961) argued that recognising the possibilities of nuclear war without citizens knowing what they should do and where they should go if bombs begin to fall would be a ""failure of responsibility"".",3
"According to the course material, the four basic approaches to civil security are risk education, preparedness, (public) warning, and:",Protective actions,Total military conscription,Complete media silence,Permanent evacuation of all cities,A,"The four basic approaches to civil security identified in the course material are risk education, preparedness, (public) warning, and protective actions.",3
"According to the course material, in traditional Ila-Orangun (present-day Osun State, Nigeria), community guards conducted simulation exercises and discovered that offensive attacks might come from enemies without prior notice, leading them to create a:",Very big hole surrounding the entire community as a booby trap,Formal written peace treaty with all neighbouring communities,Standing professional army funded by taxation,Permanent alliance with a foreign colonial power,A,"In traditional Ila-Orangun, after simulation exercises, community guards discovered offensive attacks might come without prior notice and decided to make a very big hole surrounding the entire community as a booby trap against enemies.",3
"According to the course material, in information security, a ""breach of confidentiality"" occurs when confidential information gets into the hands of unauthorized persons or systems, illustrated by an ATM transaction example involving an application for a Nigerian:",E-passport,Driving licence renewal only,University admission letter only,Birth certificate only,A,"The course material illustrates confidentiality using an ATM transaction example: applying for a Nigerian e-passport online, where allowing an unauthorized person to see one's PIN code during payment constitutes a breach of confidentiality.",3
"According to the course material, information security is described as distinct from computer security in that information security concentrates on providing adequate confidentiality, integrity, and availability of information, regardless of whether the data form is electronic, print, or:",Any other form,Exclusively digital with no other form possible,Exclusively verbal with no written record,Exclusively encrypted with no plain text,A,"Information security is less concerned with the specific data form (electronic, print, or any other form) than computer security, since its boundary goes beyond the mere electronic medium.",3
"According to the course material, one example illustrating seaport security risk is that criminals can bring in hazardous goods like expired drugs, contraband products, and:",Illegal arms and ammunitions,Only legally imported food products,Only officially licensed pharmaceutical goods,Only government-approved textbooks,A,"Through seaports, unsuspected criminals can bring in hazardous goods including expired drugs, contraband products, and illegal arms and ammunitions, posing serious security threats to any nation.",3
"According to the course material, one of the four basic approaches to civil security, following risk education, involves building the capacity of individuals to respond effectively when a hazard is imminent, referred to as:",Preparedness,Complete national isolation,Permanent evacuation of all citizens,Immediate declaration of martial law,A,"Preparedness is one of the four basic approaches to civil security, following risk education, involving building the capacity of individuals to respond effectively to hazards once they have been educated about the risks.",3
"According to the course material's discussion of civil security, an example of a ""protective action"" is a government decision to quarantine or restrict people coming from a community experiencing an outbreak of:",Bird flu,A local sporting tournament,A scheduled public holiday,A routine agricultural harvest,A,"An example of a protective action in civil security is a government decision to quarantine or restrict people coming from a community experiencing a bird flu outbreak, to reduce the disease's spread and protect public health security.",3
"According to the course material, risk, as defined by the Red Cross (2000), is perceived differently by different people, such that risk as understood by a politician differs from risk as understood by:",A scientist or an insurance company salesman,"No one, since risk is universally defined the same way by everyone",Only government employees,Only members of the armed forces,A,The Red Cross (2000: 6-7) contends that risk is defined differently by people in different situations; risk as perceived by a politician or disaster manager differs from risk as understood by a scientist or an insurance salesman.,3
"According to the course material, simulation exercises can be used by professional bodies such as the West African Examination Council (WAEC) to test the reliability of measures put in place to curb or reduce:",Examination malpractices,Weather forecasting errors,Currency exchange rate fluctuations,International trade tariffs,A,The course material cites the West African Examination Council (WAEC) as an example of a body that can conduct simulation to test the reliability of measures put in place to curb or reduce examination malpractices.,3
