question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, the word ""tsunami"" emanates from the Japanese words ""tsu"" (harbour) and ""name"", meaning:",Wave,Fire,Mountain,Storm,A,"Etymologically, tsunami derives from the Japanese ""tsu"" (harbour) and ""name"" (wave), describing massive waves around a harbour capable of causing enormous destruction.",2
"According to the course material, tsunamis can travel across an ocean at great speeds, usually between:",500 to 1000 kilometres per hour,5 to 10 kilometres per hour,"5,000 to 10,000 kilometres per hour",50 to 100 kilometres per hour,A,"Tsunamis can travel at great speeds across an ocean, usually from 500 to 1000 kilometres per hour, with hardly any energy loss, meaning tsunamis generated in one region can affect regions thousands of kilometres away.",2
"According to the course material, the basic impact assessment tools for measuring earthquake damage include the Modified Mercalli scale and the:",MSK scale,Beaufort scale,Richter Celsius scale,Fahrenheit scale,A,"The basic impact assessment tools for earthquake damage include earthquake scales such as the Modified Mercalli scale and the MSK scale, as well as earthquake damage and usability forms.",2
"According to the course material, the November 9, 2001 Amboori debris flow (landslide) incident, killing no less than 39 people, occurred in:","Kerala, India","Lagos, Nigeria","Cairo, Egypt","Manila, Philippines",A,"The November 9, 2001 Amboori debris flow (landslide) incident in Kerala, India, killed no less than 39 people, cited as an example of a devastating geological hazard.",2
"According to the course material, Geographic Information Systems (GIS) are cited as an important tool in mitigating landslides because they allow us to collect, store, manipulate, display and analyse:",A wide spectrum of spatially referenced data,Only handwritten paper records,Only verbal witness testimonies,Only historical currency exchange rates,A,"GIS is described as an important landslide-mitigation tool because it allows the collection, storage, manipulation, display, and analysis of a wide spectrum of spatially referenced data (Clerici et al., 2002).",2
"According to the course material, Hurricane Andrew (1992) caused destruction estimated at more than how much in South Florida and Louisiana?",$25 billion,$25 million,$25 thousand,$25 trillion,A,"The destruction from Hurricane Andrew (1992) was estimated at more than $25 billion in South Florida and Louisiana, and would have been higher had the storm hit Miami directly.",2
"According to the course material's discussion of the Saffir-Simpson Hurricane Intensity scale, a Category 5 hurricane is characterised by wind speeds greater than 250 mph and a storm surge exceeding:",6 meters,1 meter,60 meters,600 meters,A,"On the Saffir-Simpson scale cited in the course material, a Category 5 hurricane has wind speeds greater than 250 mph and a storm surge exceeding 6 meters (over 18 feet), the most destructive category.",2
"According to the course material, hurricanes are given different names in different parts of the world; in Australia and the Indian Ocean, they are called:",Tropical cyclones,Typhoons,Monsoons,Sirocco winds,A,"Hurricanes go by different regional names: ""hurricanes"" in the North Atlantic/Caribbean/Northeast Pacific/Gulf of Mexico, ""typhoons"" in the Northwest Pacific, and ""tropical cyclones"" in Australia and the Indian Ocean.",2
"According to the course material, the three types of drought discussed are meteorological drought, agricultural drought, and:",Hydrological drought,Political drought,Financial drought,Cultural drought,A,"The three types of drought discussed are meteorological drought (extended absence of normal precipitation), agricultural drought (poor farm yields), and hydrological drought (reduced water levels in reserves).",2
"According to the course material, it is estimated that seventy percent of the world's drylands (excluding hyper-arid deserts), or some 3,600 million hectares, are:",Degraded,Fully forested,Underwater,Legally protected from any human use,A,"The course material cites that 70% of the world's drylands, or approximately 3,600 million hectares, are degraded, contributing to the problem of desertification.",2
"According to the course material, it is estimated that the annual income foregone in areas immediately affected by desertification amounts to approximately how much globally each year?",US$42 billion,US$42 thousand,US$42 trillion,US$42 million,A,"The course material states that the annual income foregone in areas immediately affected by desertification amounts to approximately US$42 billion each year, with indirect costs likely much greater.",2
"According to the course material, tropical rainforests accommodate almost what percentage of the world's biodiversity, meaning deforestation can propel a rapid reduction in global biodiversity?",80%,8%,0.8%,800%,A,"Since tropical rainforests accommodate almost 80% of the world's biodiversity, decimation of trees through deforestation can propel a rapid reduction of biodiversity with attendant environmental degradation.",2
"According to the course material, it has been argued that if care is not taken, deforestation will propel a reduction of global GDP by almost what percentage by the year 2050?",7%,70%,0.7%,700%,A,The course material cites the argument that unchecked deforestation will propel a reduction of global GDP by almost 7% by the year 2050.,2
"According to the course material, one effect of tsunami is that its waves can pile up water to increase in height to as high as how many meters when it finally reaches land?",30 meters,3 meters,300 meters,0.3 meters,A,"As a tsunami approaches shallower water, its power becomes tremendously amplified, piling up water to increase its height to as high as 30 meters when it finally reaches the land, causing devastating destruction.",2
"According to the course material, the 2004 Indian Ocean tsunami episode reportedly killed no less than how many people, while more than 1 million lost their shelter or means of livelihood?","200,000 people",200 people,2 million people,20 people,A,"In the 2004 Indian Ocean tsunami episode, no less than 200,000 people were reported killed, while more than 1 million people lost their shelter and/or means of livelihood.",2
"According to the course material, one factor contributing to a community's vulnerability to earthquakes is that densely populated settlements found in seismic areas often have buildings erected without adequate:",Physical planning,International trade agreements,Access to the internet,Public transportation systems,A,"Densely populated settlements in seismic areas with high building occupancy, but little regard for physical planning, are more vulnerable to earthquake, since buildings are erected without proper safety consideration.",2
"According to the course material, one of the risk reduction measures for volcanic eruption is ""location planning"", which involves mapping out areas close to volcano slopes so that important activities such as international trade complexes:",Are not sited there,Are exclusively built there for tourism purposes,Are relocated only after an eruption has already occurred,Are required by law to be sited there,A,"Location planning, a volcano risk-reduction measure, involves mapping out areas close to volcano slopes so that important activities and structures, such as international trade complexes, are not sited there, to avoid huge losses in the event of eruption.",2
"According to the course material, hurricanes develop through four distinct phases, with the first phase being a tropical disturbance and the final, most dangerous phase, called simply:","Hurricane, featuring winds moving at 74 miles per hour and heavy rainfall","Tropical depression, the calmest of all four phases","Sunny interval, requiring no precautionary measures","Aftermath, occurring only after all danger has passed",A,"Hurricanes develop through four phases: tropical disturbance, tropical depression, tropical storm, and finally the hurricane itself, featuring winds moving at 74 miles per hour and heavy rainfall at its climax.",2
"According to the course material, one factor contributing to a community's vulnerability to hurricanes is the location of the community, with those in low-lying:",Coastal areas being most susceptible to the hurricane's direct impact,Mountainous interior regions being most susceptible to the hurricane's direct impact,Underground bunkers being most susceptible to the hurricane's direct impact,Desert regions being most susceptible to the hurricane's direct impact,A,"Communities located in low-lying coastal areas are most susceptible to experiencing the direct impact of hurricanes, along with adjacent areas that often experience heavy rains and floods.",2
"According to the course material, ""meteorological drought"", the first type of drought that can be experienced before other forms emerge, is created by a long absence of:",Normal precipitation,Any form of government,International trade,Modern telecommunications,A,"Meteorological drought, the first drought type to emerge and providing a warning signal for other forms, is created by a long absence of normal precipitation, with the period experiencing below-average rainfall.",2
"According to the course material, desertification has affected several African countries including Niger and Chad, contributing to an exodus of Tuareg migrants moving to Nigerian cities such as:",Kano,Lagos exclusively,Port Harcourt exclusively,Abuja exclusively,A,"There has been an exodus of Tuareg from desertification-ridden Niger Republic, migrating to many Nigerian cities like Kano in search of better socio-economic wellbeing.",2
"According to the course material, one of the vulnerability factors for deforestation is rapid urbanisation, as experienced in Nigerian cities including Kano and:",Lagos,London,Paris,Tokyo,A,"Rapid urbanisation is a vulnerability factor for deforestation, as communities convert forests to residential quarters, a trend experienced in many Nigerian cities including Kano and Lagos.",2
"According to the course material, approximately how many metric tons of soil per square kilometre are lost due to rapid deforestation?",2 metric tons,200 metric tons,0.2 metric tons,"2,000 metric tons",A,"The course material states that approximately 2 metric tons per square kilometre of soil are lost due to rapid decimation of forest through deforestation, contributing to loss of soil cohesion and increased landslide risk.",2
