question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
Hall Williams (1984) defines criminology as:,The science of criminal detection and forensic pathology,A social science concerned with aspects of human behaviour regarded as criminal because they are prohibited by criminal law,A branch of medicine dealing with mental illness,The study of police administration only,B,Hall Williams (1984) defines criminology as a social science concerned with aspects of human behaviour regarded as criminal because they are prohibited by criminal law.,1
"According to this unit, criminologists focus more on which questions, rather than 'who did it' and providing proof of guilt?",Only 'when' crimes occur,'How' and 'why' crimes are committed,Only 'where' crimes occur,Only financial cost of crimes,B,The criminologist usually focuses more on 'how' and 'why' crimes are committed rather than 'who' did it and providing proof of guilt.,1
Which of the following is listed as a major branch of criminology concerned with the study of penal sanctions or punishment?,Victimology,Penology,Criminalistics,Empirical Research,B,Penology is the major branch of criminology concerned with the study of penal sanctions or punishment.,1
Which branch of criminology is concerned with the study and rehabilitation of the victims of crime?,Penology,Victimology,Criminalistics,Administration of Criminal Justice,B,Victimology is the branch of criminology concerned with the study and rehabilitation of the victims of crime.,1
"According to Freud's psychoanalytic theory, which component of the subconscious mind is self-serving, egocentric and concerned with self-gratification?",The superego,The ego,The id,The conscience,C,"The id (instinct gratification) is the component of the subconscious mind that is self-serving, egocentric, and concerned with self-gratification.",1
"Which sociological theory of crime, coined by Robert K. Merton and Talcott Parsons, holds that crime can be both functional and dysfunctional for society?",Psychoanalysis,Functionalism,Interactionalism,Marxism,B,"Functionalism (Merton and Parsons) characterises crime as a consequence of societal requirements; it is functional when it maintains normal social organisation, dysfunctional when it undermines society's well-being.",1
"Which perspective on crime, associated with British sociologist Carol Smart, argues that economic disadvantage is the primary cause of crime among women?",Marxism,Functionalism,Feminism,Interactionalism,C,"The feminist perspective (Carol Smart) focuses on economic disadvantage as the primary cause of crime, with feminist crime arising from frustration, sub-service and dependency.",1
"According to Emile Durkheim, crime is a necessary consequence of the existence of:",A collectively supported morality,Poor economic policy,Weak police forces,Individual mental illness alone,A,"According to Durkheim, crime is a necessary consequence of the existence of a collectively supported morality, needed by every social order.",1
Durkheim divided laws into two kinds. Which of the following is one of them?,Criminal Laws,Religious Laws,Traffic Laws,International Laws,A,Durkheim divided laws into two kinds: Criminal Laws and Civil Administrative Laws.,1
"According to this unit, societies with mechanical solidarity are noted for a higher proportion of which type of law?",Restitutive/civil laws,Penal or retributive laws,International treaties,Constitutional amendments,B,"Societies with mechanical solidarity are noted for a higher proportion of penal or retributive laws, backed by 'repressive sanctions'.",1
"Paul Tappan defined law (crime) as an intentional act or omission in violation of criminal law, sanctioned by the state as a felony or:",Tort,Misdemeanor,Contract breach,Civil wrong,B,"Paul Tappan defined crime as an intentional act or omission in violation of criminal law, sanctioned by the state as a felony or misdemeanor.",1
"According to this unit, social norms consist of three elements. Which of the following is one of them?",Folkways,Statutes only,Constitutions only,Treaties only,A,"The three elements of social norms are folkways, mores, and law.",1
