question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"In the field of education, computers have been used since the late 1960s to provide, among other things, self-tutor instruction packages that allow students to:","Only take exams, never learn new material","Learn at their own time, speed, and convenience",Avoid interacting with teachers entirely under all circumstances,Only be used by university-level students,B,"Self-tutor instruction packages introduced in education are designed to enable users to learn at their own time, speed, and convenience, with the teacher acting as a guide.",6
"A Management Information System (MIS), as discussed in the course guide, includes support systems for controlling and operational planning, tactical decisions, and:",Strategic support systems for corporate strategic and top-level management decisions,Only entry-level clerical tasks,Personal social media management,Only decisions made by a single employee,A,"MIS includes controlling/operational planning support systems for day-to-day decisions, tactical support systems for short-run/middle management decisions, and strategic support systems for top-level decisions.",6
"In payroll preparation, one key capability of the computer highlighted in the course guide is its ability to:",Handle repetitive recurring tasks and check its own work as a way of controlling human errors,Randomly generate employee salaries with no reference to source documents,Eliminate the need for any personnel records,Function without any security checks,A,"The computer's capability to handle repetitive recurring tasks and check its own work helps control human errors in payroll preparation, alongside handling large amounts of information.",6
Point of Sale services in supermarkets and departmental stores rely heavily on:,Magnetic Character Readers used to scan Universal Product Codes on items,"Manual price entry exclusively, with no scanning technology",Postal mail for all transactions,Handwritten receipts only,A,"Check-out points are highly computerised, using Magnetic Character Readers to scan Universal Product Codes (barcodes) for fast, efficient service.",6
Computer Aided Design (CAD) devices are used in business and industry mainly for:,"Designing products, with computer-monitored quality control detecting items that fail approved standards",Preparing payroll exclusively,Managing personnel leave requests only,Sending customer utility bills,A,"CAD devices are used in product design, while computer-monitored quality control procedures detect items that fail to meet approved quality standards and specifications during production.",6
"In science and engineering applications, computer-aided critical path study is used to monitor:","The optimum and efficient use of time, money, material, and human resources in project execution",Only the weather forecast for the next hour,Employee attendance records exclusively,Social media engagement metrics,A,"Critical path study, aided by computers, is used to monitor optimum and efficient use of time, money, material, and human resources in executing projects like roads, bridges, and buildings.",6
"In the field of law and justice, computer applications include indexing, storage and retrieval of law reports and court proceedings, and:",Assisting human experts in crime investigation,Replacing judges entirely with automated decision-making,Eliminating the need for any legal records,Only managing traffic tickets,A,"Computer applications in law and justice include indexing and retrieving law reports and court proceedings, and assisting human experts in crime investigation, among other functions.",6
"In health care, one application of computers highlighted in the course guide is:","Monitoring temperature, blood pressure, heartbeat and other patient parameters, raising an alarm for abnormal situations",Replacing all doctors and nurses entirely,"Only being used for hospital billing, with no clinical use",Preventing any human involvement in diagnosis,A,"Computers in health care are used to monitor patient parameters like temperature, blood pressure, and heartbeat, raising alarms when abnormal situations are detected, alongside assisting in diagnosis and drug prescription.",6
Advancements in computer application in communications have led to the development of the popular:,"Computer controlled electronic mail service, providing faster and cheaper information flow than telephone, fax, and telex",Manual typewriter system,Postal stamp collection database exclusively,Handwritten telegram service,A,"The development of computer-controlled electronic mail service provides a faster, more convenient, and cheaper method of disseminating information than telephone, fax, and telex.",6
"In agriculture, one application of computers discussed in the course guide is keeping records of soil, rainfall, weather conditions, and crops in order to:",Estimate soil fertility and yield per hectare over a number of years,Replace the need for farmers entirely,Only track fashion trends,Manage unrelated retail inventory,A,"Computers help keep agricultural records (soil, rainfall, weather, crops, chemicals) which are processed to estimate soil fertility and yield per hectare over time.",6
The inventory control application of computers is primarily aimed at ensuring that:,Working capital is not unduly tied up in stocks while available stock can still meet production demands,All company records are deleted regularly,Employees have no access to stock information,Products are never reordered,A,"Inventory control aims to maintain a desirable level of inventory, ensuring working capital is not unduly tied up in stock while available stock can meet continued production demands.",6
"Auditors use the computer as a tool to accurately report on the transaction register, which is described as the most crucial aspect of the:",Audit trail,Payroll calendar,Marketing campaign,Employee handbook,A,"The computer helps auditors accurately report on the transaction register, which constitutes the most crucial aspect of the audit trail, using various computer audit packages.",6
