question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, the six basic approaches to security discussed include Idealism, Realism, Pluralism, Marxism, Social Constructivism, and:",Human Security,Purely Digital Security,Anonymous Security,Colonial Security,A,"The six basic approaches to security discussed are Idealism, Realism, Pluralism, Marxism, Social Constructivism, and Human Security.",1
"According to the course material, the ""Idealism"" approach to security, which emerged in the 1920s, opines that security can best be managed through non-coercive or non-violent processes, owing to the belief that:",Violence would only give birth to further violence,Only military force can ever guarantee lasting peace,Democratic governments should never be trusted,War is always the most efficient path to security,A,"The Idealism approach, emerging in the 1920s, holds that security can best be managed through non-coercive or non-violent processes, since violence would only give birth to further violence, and stresses democratic governance as key to security.",1
"According to the course material, the ""Realism"" approach to security emerged as a response to the failure of the idealist approach in preventing the outbreak of which major historical event?",World War II,The fall of the Berlin Wall,The 2004 Indian Ocean tsunami,The Rwandan genocide,A,"The Realism approach emerged as a response to the failure of the idealist approach in preventing the outbreak of World War II, holding that only coercion and deterrence can maintain international security.",1
"According to the course material, the ""Pluralism"" approach to security, emerging in the 1960s, was a departure from the state-centred security system, arguing that the realist emphasis on balance of power had:",Not only failed to protect against insecurity but also aggravated its accompanying pains,Completely and permanently eliminated all forms of global insecurity,Been universally adopted by every state with no dissent,No relationship whatsoever to weapons proliferation,A,"Pluralists articulated that balance of power, a key element of realism, had not only failed to protect the human race against insecurity but had also aggravated the pains that accompanied such insecurity.",1
"According to the course material, the notorious transborder bandit Amani Tijani, leader of an armed robbery gang specializing in carjacking, was eventually arrested in the Republic of Benin through cooperation between Nigerian and Beninese police, illustrating the security approach known as:",Social Constructivism,Idealism,Marxism,Realism (exclusively),A,"The arrest of Amani Tijani, a transborder carjacking bandit, through police cooperation between Nigeria and Benin, is cited to illustrate Social Constructivism's emphasis on regional cooperation and collective security among neighbouring states.",1
"According to the UNDP Human Development Report (1994), cited in the course material, security has for too long been interpreted narrowly as security of territory from external aggression, forgetting the legitimate concerns of ordinary people, for whom security symbolized protection from disease, hunger, unemployment, crime, social conflict, political repression, and:",Environmental hazards,International trade tariffs,Excessive rainfall,Popular entertainment,A,"The UNDP's 1994 Human Development Report argued that security had been interpreted too narrowly, forgetting that for ordinary people, security means protection from disease, hunger, unemployment, crime, social conflict, political repression, and environmental hazards.",1
"According to the course material, the earliest known chronicled attack against pension fraud vulnerability is illustrated through an anecdote about a Nigerian retiree whose pension file could not be traced, leading his son, in a state of financial deprivation, to be introduced by peers into:",Armed robbery,A legitimate government job,University scholarship programs,A successful private business venture,A,"The course material illustrates the security implications of poor information management through an anecdote of a retiree's son who, due to financial deprivation from his father's untraceable pension file, was introduced by peers into armed robbery.",1
"According to the course material, one of the terrorist attacks on airports cited is the hijacking of a Cubana Flight 455 from Barbados to Jamaica on October 6, 1976, in which how many people were murdered?",Seventy-three,Seven,Seven thousand,None; all passengers survived,A,"The course material cites the hijacking of Cubana Flight 455 from Barbados to Jamaica on October 6, 1976, in which seventy-three people were murdered, as an example of terrorist attacks on airports.",1
"According to the course material, on 30 May 1972, a gang of three terrorists linked to the Japanese Red Army shot and threw grenades at people at Lod Airport (now Ben Gurion International Airport) in Tel Aviv, Israel, killing how many people before being overpowered?",Twenty-four,Two,Two hundred,None; the attack was thwarted before any casualties occurred,A,"On 30 May 1972, three terrorists linked to the Japanese Red Army shot and threw grenades at people at Lod Airport in Tel Aviv, killing twenty-four people and injuring no less than seventy-eight, before being overpowered.",1
"According to the course material, the ""Marxism"" approach to security, which became popular in security studies in the 1970s, contends that economic factors and the struggle for control of state resources are the bases for:",Security relations among states,Purely religious doctrine with no economic dimension,International sporting competitions,Weather pattern predictions,A,"The Marxism approach, popular in security studies from the 1970s, contends that economic factors and the struggle for control of state resources form the basis for security relations among states, with class struggle between proletariat and bourgeois as a key driver of conflict.",1
