question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, Halogen Security Company Limited was incorporated in July 1992 and granted a licence to operate in November of the same year, in response to a gap in:",The quality of guard service delivery in Nigeria,The supply of imported security equipment,The number of registered lawyers in Nigeria,The availability of foreign currency in Nigeria,A,"Halogen Security Company Limited was incorporated in July 1992 as a Private Limited Liability Company and granted a licence in November of the same year, as a reaction to a gap in the quality of guard service delivery in Nigeria.",4
"According to the course material, Halogen Security belongs to several professional associations, including the Institute of Industrial Security and Safety of Nigeria and:",The Association of Private Security Practitioners of Nigeria (APSPN),The Nigerian Bar Association exclusively,The Nigerian Medical Association exclusively,The Nigerian Union of Journalists exclusively,A,"Halogen Security belongs to several professional associations, including the Institute of Industrial Security and Safety of Nigeria, the Nigerian Institute of Safety Professionals, and the Association of Private Security Practitioners of Nigeria (APSPN).",4
"According to the course material, Katz identifies three sources of conflict in an organisation such as a Private Security Company: structural conflict, role conflict, and:",Resources conflict,Weather-related conflict,International trade conflict,Religious conflict exclusively,A,"Katz identifies three sources of organisational conflict: structural conflict (arising from interdependence between sub-units), role conflict (arising from prescribed behaviour), and resources conflict (competition over organisational resources).",4
"According to the course material, Robbins identifies three sources of organisational conflict as communicational, structural, and:","Personal, stemming from individual differences","International, stemming from foreign policy disputes","Environmental, stemming from weather patterns","Financial, stemming exclusively from currency exchange rates",A,"Robbins identifies three sources of organisational conflict: communicational (misunderstandings), structural (organisational roles), and personal (stemming from individual differences).",4
"According to the course material, the three types of conflict discussed in relation to Private Security Companies are intrapersonal, interpersonal, and:",Interdepartmental,International,Intercontinental,Interspecies,A,"The three types of conflict discussed are intrapersonal (internal to the individual), interpersonal (between individuals in a dyadic relationship), and interdepartmental (structural conflict between departments with scarce resources).",4
"According to the course material, three main existing options for regulating the private security sector are banning illegal activities, licensing of individual firms, and:",Self-regulation through self-imposed codes of conduct,Complete nationalization of all private security companies,Total deregulation with no oversight whatsoever,Exclusive regulation by foreign governments,A,"Three main existing options for regulation are banning activities deemed illegal, licensing of individual firms (and sometimes approving particular contracts), and self-regulation through self-imposed codes of conduct and standards.",4
"According to the course material, at least five separate private security associations exist in Nigeria, with the oldest being the Nigerian Chapter of the:",American Society for Industrial Security (ASIS),United Nations Security Council,International Committee of the Red Cross,World Trade Organization,A,"The oldest of Nigeria's private security associations is the Nigerian Chapter of the American Society for Industrial Security (ASIS), a global organisation supporting private industry standards, training and education.",4
"According to the course material, the Association of Private Security Practitioners in Nigeria (APSPN) was founded in April 2004 in direct response to:",The government's decision to increase licence fees for guarding companies,The founding of NISCO in 1965,The passage of the 1999 Constitution,The establishment of the NSCDC in 1967,A,"APSPN was founded in April 2004 in direct response to the government's decision to increase licence fees for guarding companies, while the three other national associations were founded in 2002 in response to the arrival of Gray Security.",4
"According to the course material, licences for private security companies in Nigeria have to be renewed by written application to the Ministry of Internal Affairs how often?",Every second year,Every ten years,Every single day,"Only once, permanently, at the time of first registration",A,"Licences have to be renewed by written application to the Ministry of Internal Affairs every second year, though the course material notes there is otherwise little regulation or oversight of quality of service, standards, and training.",4
"According to Sutherland (1939), cited in the course material, who first coined the term ""white-collar crime"", it is defined as an offence committed by:",A person of respectability and high social status in the course of his or her occupation,Only individuals who have never been formally employed,Exclusively foreign nationals operating illegally in Nigeria,Anyone under the age of eighteen,A,"Sutherland (1939) first coined the term ""white-collar crime"", defining it as an offence committed by a person of respectability and high social status in the course of his or her occupation.",4
"According to the course material, the Economic and Financial Crimes Commission (EFCC) was set up by the Nigerian federal government to curb the menace of:",Corruption and financial crime,Traffic violations exclusively,Environmental pollution exclusively,Copyright disputes between musicians,A,"The Economic and Financial Crimes Commission (EFCC) was set up by the federal government to curb the menace of corruption and financial crime, given the overlap between white-collar crime and corporate crime.",4
"According to the course material, one recommended method of ""target hardening"" as a defence against burglary involves applying basic security precautions to a facility, including attention to door construction, locks, alarms, and:",Surveillance devices,The colour of the building's exterior paint,The number of employees hired,The company's advertising budget,A,"Target hardening means applying basic security precautions including attention to door construction, locks, alarms, and surveillance devices to reduce a facility's vulnerability to burglary.",4
"According to the course material, the elements of the crime of robbery include trespass, taking, carrying away of personal property of another, intent to steal, and:",Accomplishing this from the person or presence of the victim by force or threat,The complete absence of any witnesses to the crime,A prior written agreement between the offender and the victim,"The exclusive use of a firearm, with no other weapon qualifying",A,"The elements of robbery are trespass, taking, carrying away of the personal property of another, with intent to steal, from the person or presence of the victim, by force or threat.",4
"According to the course material, in the event of a labour dispute, security personnel's role is limited strictly to protecting personnel and property, and they are specifically instructed NOT to:","Photograph, tape, or report on the conduct of striking workers, beyond injury to personnel or property",Secure doors and gates not being used during the strike,Recover keys from employees going out on strike,Test fire and intrusion alarm systems after workers walk out,A,"Security guards are specifically instructed not to photograph, tape, or report on the conduct of strikers; reports should relate only to injury to personnel or property, since their role is to protect, not to participate in the dispute.",4
"According to the course material, industrial espionage commonly occurs in two ways: a dissatisfied employee appropriating information to advance their own interests, or:",A competitor seeking information to advance its own technological or financial interest,A government agency conducting a routine tax audit,A customer requesting a product refund,A shareholder attending an annual general meeting,A,"Industrial espionage commonly occurs when a dissatisfied employee appropriates information to advance their own interests or damage the company, or when a competitor seeks information to advance its own technological or financial interest.",4
