question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
Conformity is defined in this unit as:,Behaviour that always contradicts group norms,Behaviour which follows the established norms of a group or society,A punishment for breaking laws,A rare occurrence in human societies,B,Conformity is defined as behaviour which follows the established norms of a group or society.,2
"According to research cited in this unit, why do people conform? Which of the following is NOT one of the three influential factors mentioned?",People are motivated to be correct,People are motivated to be liked by group members,Norms guide social reinforcement and punishment,People are motivated by financial gain alone,D,"The three influential factors for conformity are: being motivated to be correct, wanting to be liked, and norms guiding reinforcement/punishment -- not financial gain.",2
"As the physical reality of a situation becomes less clear, what tends to happen to conformity?",Conformity decreases sharply,People rely more on others' opinions and conformity becomes more likely,People become completely independent thinkers,Conformity becomes impossible to measure,B,"Ambiguity of the situation increases conformity: as physical reality becomes less clear, people rely more on others' opinions.",2
"According to the unit, how does group size affect conformity?",Larger groups produce less conformity,"The larger the group, the more conformity members experience",Group size has no effect on conformity,Conformity only occurs in groups of two,B,"The larger the group, the more conformity members tend to experience, as long as the majority remains unanimous.",2
Which personal characteristic is identified as a determinant of conformity in this unit?,Blood type,Familiarity with the task and social status,Height,Favourite colour,B,Familiarity with the task and social status are identified as personal characteristics that influence conformity -- people unfamiliar with a situation or of low status are more likely to conform.,2
People who are preoccupied with being liked are likely to conform:,Only when attracted to others in the group,Regardless of the situation entirely,"Never, under any circumstance",Only in formal organisations,A,People preoccupied with being liked are likely to conform particularly when they are also attracted to others in the group.,2
Unanimity of the majority affects conformity how?,It has no measurable effect,People experience great pressure to conform as long as the majority is unanimous,Unanimity reduces pressure to conform,Only minorities experience this pressure,B,People experience great pressure to conform as long as the majority is unanimous in their view or behaviour.,2
"According to this unit, do people conform to social norms only because they accept the underlying values?","Yes, always",No -- they may conform simply because it is expedient or due to sanctions,Conformity has nothing to do with values,Only children conform for this reason,B,"People do not always conform because they accept underlying values; they may conform simply because it is expedient, or because of sanctions.",2
Attraction to a group tends to:,Decrease conformity because people become suspicious,"Increase conformity, since people trust those they like or want their approval",Have no relationship with conformity,Only matter in formal work settings,B,Attraction to a group increases conformity because people tend to trust the judgment of those they like or want their approval.,2
"In this unit's conclusion, conformity is described as involving a change in behaviour or beliefs to match:",Government regulations only,Those of others in a group,Scientific consensus only,Historical precedent only,B,Conformity is described as a change in behaviour or beliefs to match those of others in a group -- a kind of social influence.,2
Deviance is defined in this unit as:,Any behaviour that is illegal,Non-conformity to a given norm or set of norms accepted by a significant number of people,A purely genetic trait,Behaviour found only among criminals,B,"Deviance is defined as non-conformity to a given norm, or set of norms, which are accepted by a significant number of people in a community or society.",2
"According to the unit, who determines what is defined as deviant?",Only religious leaders,"Those with the power to make the definitions stick, such as lawmakers and opinion leaders",Deviant individuals themselves,International courts only,B,"What is defined as deviant is determined by those with the power to make the definitions stick -- the 'establishment', lawmakers, opinion leaders.",2
Which early theorist attempted to explain criminal behaviour through physical characteristics?,Emile Durkheim,Lombroso,Max Weber,Karl Marx,B,"Lombroso made an early attempt to explain criminal behaviour through physical characteristics, though the approach was later shown to be incorrect.",2
The perspective that explains deviance as arising because people associate with others who are deviant or delinquent is called:,Labelling perspective,Differential association,Social control perspective,Biological perspective,B,Differential association defines the cause of deviant behaviour in the pattern of associations a person has -- becoming deviant through learning from association with deviants.,2
"In the labelling perspective, the first time a person commits a deviant act is called:",Secondary deviance,Primary deviance,Tertiary deviance,Structural deviance,B,"The first time we commit a deviant act, that is called primary deviance, in the labelling perspective.",2
"When a person responds to being labelled deviant by committing further deviant acts, this is called:",Primary deviance,Secondary deviance,Passive deviance,Neutral deviance,B,"Secondary deviance is the deviant act committed as a response to being labelled a deviant, even if the person was not initially deviant.",2
The Social Control Perspective asks a different question than other theories of deviance. What question does it ask?,Why are people deviant?,Why do people conform?,Who invented deviance?,How is deviance punished?,B,"Rather than asking why people are deviant, the Social Control Perspective asks why people conform, focusing on internal and external controls.",2
"According to the Social Control Perspective, what is described as our own 'internal policeman'?",The court system,Conscience,The police force,Television,B,"Conscience is described as our own internal policeman, instilled by our upbringing, making us feel guilty when we violate rules, even with no one watching.",2
"According to this unit, most deviance occurs among which age group, who typically have few attachments?",Young children under 10,Late teens and twenties,Middle-aged adults,The elderly,B,"Most deviance occurs among those in their late teens and twenties, people who typically have few attachments (jobs, family, community ties) to lose.",2
"Which of these is an example of an 'attachment' that discourages deviance, according to the Social Control Perspective?","Accumulated wealth, job, family, and community ties",Physical strength,Personal ambition alone,Religious belief alone,A,"Attachments -- accumulated wealth, position, jobs, family, community ties -- give people a lot to lose, discouraging deviant behaviour.",2
"For an act to be considered seriously deviant according to this unit's definition, which condition must be met?",It must occur only once,It must occur frequently and violate an important rule of the group,It must be legal but socially awkward,It must be completely unknown to others,B,"For deviance to be considered serious, the behaviour must occur frequently and the rule violated must be important to the group.",2
Power is defined in this unit as:,The legitimate use of authority only,The ability to ensure compliance despite resistance from the individual involved,A form of currency,Only applicable in political contexts,B,Power has been seen as the ability to ensure compliance despite resistance from the individual involved -- the ability to compel or influence others.,2
"According to Legge (1973), power is defined as:",The legal right to make decisions,The capability of exercising influence over the attitudes and/or behaviour of other individuals or groups,The possession of wealth alone,A hereditary right,B,Legge (1973) describes power as the capability of exercising influence over the attitudes and/or behaviour of other individuals or groups.,2
"Which form of power, as described by Handy (1985), involves the capability of using physical force to achieve influence?",Resource Power,Physical Power,Expert Power,Personal Power,B,"Physical Power is the capability of using physical force to achieve influence -- an unlikely source of power for a manager, but exemplified by a lockout.",2
Which form of power comes from the possession of valued resources such as control over salary and promotion?,Physical Power,Resource Power,Negative Power,Position Power,B,"Resource Power is the possession of valued resources, such as control over salary and promotion prospects.",2
"The power that arises from possessing acknowledged expertise, and only exists if others recognise it, is called:",Expert Power,Position Power,Negative Power,Physical Power,A,Expert Power arises from the possession of acknowledged expertise and only exists if other people recognise and value it.,2
The power of personality or charisma is called:,Position Power,Personal Power,Resource Power,Negative Power,B,"Personal Power is the power of personality (charisma), which, like expert power, is only effective when recognised by those concerned.",2
"Which form of power is described as the power to stop things happening, often surfacing at times of low morale?",Position Power,Negative Power,Expert Power,Physical Power,B,"Negative Power is the power to stop things happening, finding expression in the filtering or distorting of information, and tends to surface during low morale.",2
Position Power is closely related to which other form of power described by Handy?,Resource Power,Physical Power,Personal Power,Negative Power,A,"Position Power relies closely on Resource Power, but also gives access to 'invisible assets' like information and rights of access to key groups.",2
"In this unit, a role is defined as:",A fixed job description only,The set of expectations held by individuals concerning how a job or task is to be performed,A legal document,A synonym for power,B,A role is defined as the set of expectations held by the individuals concerned about how a job or task is to be performed -- distinguished from the position or job description.,2
"According to this unit, does power necessarily rely on formal authority granted by an organisation?","Yes, always",No -- power is more a matter of what a person does or is capable of doing to influence others,Power and authority are identical concepts,Only managers can hold power,B,"Power does not necessarily rely on formal authority; it is more a matter of what a person does, or is potentially capable of doing, to influence others, as illustrated by the trade union representative example.",2
Sociologists use the term authority to refer to:,Any use of physical force,The legitimate use of power,Only religious leadership,Only military command,B,"Sociologists use the term authority to refer to the legitimate use of power, depending on agreement that certain uses of power are valid and justified.",2
Max Weber identified three main sources of political legitimacy. Which of these is NOT one of them?,Traditional authority,Charismatic authority,Rational-legal authority,Economic authority,D,"Weber's three sources of political legitimacy are traditional, charismatic, and rational-legal authority -- not economic authority.",2
"Which type of authority is based on customs handed down through generations, such as the right of a king or tribal chief to command subjects?",Charismatic authority,Traditional authority,Rational-legal authority,Delegated authority,B,"Traditional authority is based on customs handed down through generations, such as the sacred right of a king, queen, or tribal chief.",2
Which type of authority is based on special personal qualities and the belief that a leader has exceptional insight or ability?,Traditional authority,Rational-legal authority,Charismatic authority,Bureaucratic authority,C,Charismatic authority is based on special personal qualities; leaders' authority derives from followers' belief in their exceptional insight and ability.,2
Mahatma Gandhi is cited in this unit as an example of which type of authority?,Traditional authority,Rational-legal authority,Charismatic authority,Legal-bureaucratic authority,C,"Mahatma Gandhi, who used non-violent resistance and had no traditional or legal claim to power, is cited as an example of charismatic authority.",2
Rational-legal authority is derived from:,Inherited family status,A formal system of rules or laws specifying who has the right to make decisions,Personal charisma alone,Military conquest,B,"Rational-legal authority is derived from a formal system of rules or laws that specify who has the right to make which decisions, and under what conditions.",2
"In rational-legal authority, where is authority vested?","In the person holding the office, permanently","In the position or office itself, not the individual",In the person's family lineage,In the highest bidder,B,"In rational-legal authority, authority is vested in the position or office, not in the person who temporarily occupies it.",2
What is the key difference between power and authority according to this unit?,There is no difference,"Power depends only on might, while authority depends on cultural ideas of what is right","Authority is always violent, power is peaceful",Power only exists in governments,B,"Whereas power depends only on might, authority depends on cultural ideas of what is right -- it requires legitimacy and agreement.",2
Reverend Martin Luther King Jr. is cited in this unit as an example of authority modeled after which leader?,Nelson Mandela,Mahatma Gandhi,Max Weber,Winston Churchill,B,"Martin Luther King Jr., who viewed Gandhi as a model, is cited as another example of charismatic authority in the civil rights movement.",2
"The authority of traditional rulers such as Obas, Obis, and Emirs is classified as:",Rational-legal authority,Traditional authority,Charismatic authority,Delegated authority,B,"The authority of traditional rulers like Obas, Obis, and Emirs is traditional authority, derived from customs and traditions.",2
"According to Cole (1997), leadership is defined as a dynamic process whereby:",A leader forces obedience through threats,One individual influences other group members to commit freely to the achievement of group tasks or goals,Only appointed managers can lead,Leadership never changes over time,B,"Cole (1997) defines leadership as a dynamic process in which one individual, over time and in an organisational context, influences other group members to commit freely to group goals.",2
"According to the working definition in this unit, is leadership necessarily confined to one person?","Yes, always one appointed manager",No -- it may be shared between members,Leadership can only exist in large organisations,Leadership requires a formal title,B,"Leadership is not necessarily confined to one person; it may be shared between members, even though an appointed leader is nominally in charge.",2
"The theory that claims leaders are born with in-born qualities like initiative, courage, and intelligence is:",The interactionist theory,The trait theory / great man theory,The rational-legal theory,The labelling theory,B,The great man/great woman and trait theories hold that leaders possess certain in-born qualities that predestine them to lead.,2
Which leadership theory proposes that both individual characteristics and the situation account for who becomes a leader?,Trait theory,Great man theory,Interactionist theory,Charismatic theory,C,"The interactionist theory proposes that both the characteristics of the individual and the situation account for who becomes the leader, meaning leaders are both born and made.",2
"According to trait theory, did researchers find traits that conclusively differentiate leaders from non-leaders?","Yes, height was the only reliable predictor",No -- few traits conclusively differentiated leaders from non-leaders,"Yes, intelligence alone was sufficient",This was never studied,B,"The unit notes that despite the trait list growing over the years, few traits emerged to conclusively differentiate leaders from non-leaders.",2
"According to this unit, managers fulfill four functions. Which of these is NOT one of them?",Planning,Organising,Controlling,Legislating,D,"The four manager functions listed are planning, organising, controlling, and leading -- not legislating.",2
