question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to Coser (1956), cited in the course material, conflict is the struggle over values or claims to status, power, and scarce resources, in which the aims of the groups or individuals involved are to obtain the desired values but also to:","Neutralize, injure, or eliminate rivals",Immediately surrender to the opposing party,Avoid any interaction with the opposing party entirely,Merge permanently with the opposing party,A,"Coser (1956:8), quoted in Schmid (2000), defines conflict as the struggle over values or claims to status, power, and scarce resources, in which the aims of the parties are not only to obtain desired values but to neutralize, injure, or eliminate rivals.",1
"According to Galtung (1996), cited in the course material, conflict can be delineated into two flip-sides: dispute, described as two persons pursuing the same scarce goal, and:","Dilemma, described as one person or actor seeking two incompatible goals","Compromise, described as two persons agreeing on a shared goal","Consensus, described as two persons agreeing on a shared method","Cooperation, described as two persons working toward a mutual benefit",A,Galtung (1996: 70-71) delineates conflict into two flip-sides: dispute (two persons or actors pursuing the same scarce goal) and dilemma (one person or actor seeking two incompatible goals).,1
"According to the course material, the Chinese define conflict as a combination of two concepts: ""danger"", near to ""violence"", and:","""Opportunity"", near to ""challenge"", the foundation of creation","""Silence"", near to ""peace"", the foundation of stability","""Wealth"", near to ""prosperity"", the foundation of trade","""Order"", near to ""law"", the foundation of governance",A,"The Chinese define conflict as 'danger' plus 'opportunity'; 'danger' is near to 'violence' and 'opportunity' near to 'challenge', the foundation of creation, implying an apt understanding of conflict rather than denial.",1
"According to Williams (2006), cited in the course material, crisis transcends the overt manifestation of conflicts, and is usually understood as:",The aftermath of violent conflict,A concept entirely unrelated to conflict,The precise moment a conflict begins,A synonym with no distinct meaning from conflict,A,"Williams (2006) opines that crisis transcends the overt manifestation of conflicts; although crisis cannot exist without an earlier manifestation of conflict or violence, crisis is usually the aftermath of violent conflict.",1
"According to the course material, the primordialist approach to ethnicity, postulated by Edward Shils and Clifford Geertz, emphasizes the significance of culturally distinctive characteristics such as myths of origin, ritual, religion, and:",Genealogical descent and language,Stock market performance,Modern technological adoption,International trade agreements,A,"The primordialist approach, postulated by Shils and Geertz, emphasizes culturally distinctive characteristics such as myths of origin, ritual, religion, genealogical descent, and language in distinguishing ethnic groups.",1
"According to Williams (2006), cited in the course material, there are over how many ethnic minorities in the world, a figure besides major ethnic groups?","5,000",50,5 million,500,A,"According to Williams (2006), there are over 5,000 ethnic minorities in the world, a figure besides major ethnic groups, illustrating the scale and prevalence of ethnic plurality globally.",1
"According to the course material, citing the Minorities at Risk Project (MRP), competition and struggles between ethnic groups have characteristically induced more than what percentage of conflicts in the world at the end of the Cold War?",70 percent,7 percent,0.7 percent,700 percent,A,The Minorities at Risk Project (MRP) concludes that competition and struggles between ethnic groups have characteristically and notably induced more than 70 percent of conflicts in the world at the end of the Cold War.,1
"According to Karl Marx, quoted in the course material's discussion of class conflict, ""the history of hitherto existing societies is the history of:",Class struggle,Uninterrupted peace,Religious harmony,Economic equality,A,"Marx's famous statement, cited in the discussion of class conflict theory, holds that ""the history of hitherto existing societies is the history of class struggle,"" directly linked to the evolution of private property.",1
"According to the course material, the Jos riots of 2002 and 2004 are cited as illustrations of which type of conflict, centred on the contest for economic and political resources based on identity?",Indigene-settler (host-settler) conflict,Purely international conflict with no domestic dimension,A conflict entirely unrelated to identity or resources,A conflict resolved without any casualties,A,"The Jos riots of 2002 and 2004 are cited as illustrations of indigene-settler conflict, where one fundamental cause is the contest for economic and political resources based on identity.",1
"According to Frynas (2001), cited in the course material, the environmental conflict in the Niger Delta is rooted in inequitable social relations underlying the production and distribution of profits from oil, involving the Nigerian state and oil companies on one side and approximately how many people from an estimated 800 oil-producing communities on the other?",Six million people,Six hundred people,Six thousand people,Six billion people,A,Frynas (2001) analyses that the Niger Delta's oil and environmental conflict involves the Nigerian state and oil companies on one side and the six million people of an estimated 800 oil-producing communities on the other.,1
"According to Gleditsch (2001), cited in the course material, three types of resource scarcity that can generate environmental conflict are demand-induced scarcity, supply-induced scarcity, and:","Structural scarcity, arising from the distribution of resources","Fictional scarcity, with no real basis in fact","Temporal scarcity, limited only to a single calendar year","International scarcity, affecting only cross-border trade",A,"Gleditsch (2001) distinguishes three types of resource scarcity: demand-induced (population growth), supply-induced (depletion/degradation of resources), and structural scarcity (arising from resource distribution).",1
"According to Faleti (2006), cited in the course material, there are generally four types of conflict theories: analytic, normative, scientific, and:",Metaphysical,Astrological,Purely fictional,Exclusively religious,A,"Faleti (2006) suggests there are generally four types of conflict theories: analytic (found in logic/mathematics), normative (propounding ideals), scientific (empirical, verifiable), and metaphysical (relying on rational judgement).",1
"According to Ayoade and Oloruntimehin (2002), cited in the course material, the ""additive theory"" of conflict causation describes a situation where the statements of actors have no logical or intelligible link to:",The triggers of the conflict,Any prior peace agreement signed by the parties,The geographic location of the conflict,The number of casualties recorded,A,"The additive theory, according to Ayoade and Oloruntimehin (2002), describes a situation where the statements of actors have no logical or intelligible link to the triggers of the conflict.",1
"According to Levy (2001), cited in the course material, World War I is described as an ""inadvertent war"" between states that did not desire war but found themselves entangled in war because they could not:",Constructively manage their differences,Agree on a shared currency,Establish diplomatic embassies,Field professional sporting teams,A,"Levy (2001) describes World War I as an ""inadvertent war"" between states that did not desire war but found themselves entangled in it because they could not constructively manage their differences.",1
"According to Diallo, cited in the course material's discussion of pre-colonial African conflict causes, the main causes of war in traditional African societies like present-day Senegal touched on disputes over property, power, and:",Honour,International trade tariffs,Digital communication access,Stock market regulation,A,"Diallo's study of traditional African societies concludes that the main causes of war touched on disputes over property, power, and honour, with land, livestock, trade, and succession struggles as specific triggers.",1
"According to Nwolise, cited in the course material, conflicts or wars in pre-colonial communities that now constitute Igboland in Nigeria were caused mainly by territorial discords, demand for restitution for an injury suffered by a citizen in another community, and:",Sex,Religious doctrinal disputes,Disputes over foreign currency exchange,International trade sanctions,A,"Nwolise reveals that conflicts in pre-colonial Igboland communities were caused mainly by territorial discords, demand for restitution for injury suffered by a citizen elsewhere, and sex, with generally no pitched battles over religious or ethnic differences.",1
"According to Crocker et al. (2001), cited in the course material, a ""war"" is distinguished from a ""conflict"" based on the number of casualties recorded, with a death toll expected to be more than how many for an incident to be classified as a war?",999,9,"9,999,999",99,A,"Crocker et al. (2001) distinguish war from conflict based on casualty numbers: the death toll in a war is expected to be more than 999, while an incident with a death toll under 1000 is still regarded as a conflict.",1
"According to Cohen (2001), cited in the course material, culture encompasses meanings, conventions, and presuppositions, summed up as the shared ""common sense"" or ""local knowledge"" underpinning a group's conception of:",Reality,International law,Foreign exchange rates,Astronomical phenomena,A,"Cohen (2001), citing Geertz (1983), explains culture as encompassing meanings, conventions, and presuppositions, summed up as the shared ""common sense"" or ""local knowledge"" underpinning a group's conception of reality.",1
"According to the course material, the first type of post-conflict communities in Nigeria are those rendered desolate by the militaristic conflict handling style of the state, with examples including Choba, Ogoniland, Odi, Ilaje, and:",Zaki-Biam,Lagos Island,Abuja Central Business District,Victoria Island,A,"The first type of post-conflict communities are those rendered desolate by the militaristic conflict handling style of the state, with cited examples including Choba, Ogoniland, Odi, Ilaje, and Zaki-Biam.",1
"According to Albert (2003), cited in the course material, eight years after the military intervention in the Odi community of Bayelsa State, the community was found to be:","Worse off, with no form of conflict transformation having taken place",Fully rebuilt with all infrastructure restored,"Completely relocated to a new, safer territory",Granted full political autonomy from the Nigerian state,A,"Albert (2003) describes the effect of the military intervention in Odi community, noting that eight years later, the community was worse off, as no conflict transformation had taken place to heal emotional wounds or reconstruct infrastructure.",1
"According to Lund (1997), cited in the course material, parties' interests in conflict can contrast in several ways, including over resources, over power, over identity, and:","Over status, particularly embodied in systems of government, religion, or ideology",Over the exact time of day negotiations should occur,Over the choice of a neutral meeting venue only,Over the colour of official government uniforms,A,"Lund (1997:2-2) identifies that interests can contrast over resources (territory, money), over power (control of political decision-making), over identity (cultural/social/political communities), and over status (embodied in government, religion, or ideology).",1
"According to the course material's discussion of ethnic conflict, the constructivist view, associated with scholars like Williams, holds that ethnicity and its manifestations in Africa's social life are:",Humanly instigated and not natural,"Entirely natural, biological, and unchangeable",A concept that has no relevance to modern African politics,Impossible to manipulate for any political purpose,A,"The constructivist view, associated with scholars like Williams, opines that ethnicity and its many manifestations in Africa's social life are humanly instigated and not natural, describing covert manipulation as ""ethnic contractionism, expansionism and flexibilism"".",1
"According to Ayantayo, cited in the course material's discussion of religious conflict, religion is identified by three essential features: belief, feeling, and:",Action,Currency,Geography,Temperature,A,"Ayantayo identifies three essential features of religion: belief, feeling, and action, noting that religion links man to ultimate values, encoding a creed and a communion.",1
"According to Otite, quoted in Imobighe (2003), cited in the course material, over what percentage of the world's independent states are described as plural, existing in various degrees of stability at different stages of development?",90%,9%,0.9%,"9,000%",A,"According to Otite, quoted in Imobighe (2003:19), over 90% of the world's independent states are plural, existing in various degrees of stability at different stages of development, showing ethnic diversity is a global, not merely Nigerian, phenomenon.",1
