question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to former UN Secretary-General Kofi Annan, cited in the course material, regarding the growth of private security actors:","""The world may not yet be ready to privatise peace""","""Private security is always superior to state security""","""All security should be immediately and fully privatised""","""The state has no role whatsoever in modern security provision""",A,"Kofi Annan's cited statement, ""the world may not yet be ready to privatise peace"", reflects scepticism about the impact of private security actors on the state's primacy in providing security.",2
"According to the course material, the current Act regulating the licensing of Private Security Companies in Nigeria is the Private Guard Companies Act, Cap 367, Laws of the Federation of:",1986,1999,2003,1965,A,"The Act regulating the licensing of Private Security Companies (PSCs) in Nigeria is the Private Guard Companies Act Cap 367, Laws of the Federation, 1986.",2
"According to the course material, the Private Guard Companies Act is divided into four parts: Licensing of Private Guard Companies, Control and Administration, Prohibited Activities/Offences and Penalties, and:",Supplementary,International Relations,Judicial Review,Taxation,A,"The Private Guard Companies Act is divided into four sections: Part I - Licensing, Part II - Control and Administration, Part III - Prohibited Activities, Offences and Penalties, and Part IV - Supplementary.",2
"According to the course material, the regulation and licensing of Private Security Companies falls under the jurisdiction of which ministry, with recommendations made by the Nigeria Security and Civil Defence Corps?",The Ministry of Interior,The Ministry of Defence,The Ministry of Justice,The Ministry of Finance,A,"The regulation and licensing of PSCs falls under the jurisdiction of the Ministry of Interior, with recommendations for registration made by the Nigeria Security and Civil Defence Corps (""the Corps"").",2
"According to Section 1(1) of the Private Guard Companies Act, cited in the course material, an organisation must meet three conditions to legally perform guarding services, including being registered under the Companies and Allied Matters Act, being granted a licence by the Minister, and being:","Wholly owned by Nigerians, in accordance with the Nigerian Enterprises Promotion Act",Registered exclusively as a foreign multinational corporation,Owned entirely by a single individual with no shareholders,Exempt from all forms of government taxation,A,"Section 1(1) requires an organisation to be registered under the Companies and Allied Matters Act, granted a licence by the Minister, and wholly owned by Nigerians in accordance with the Nigerian Enterprises Promotion Act.",2
"According to the course material, unlike public police, private security personnel generally lack statutory immunity from civil suit, leaving them vulnerable to being sued for torts including assault, false imprisonment, and:","Defamation, nuisance, and trespass to land and to person",Only traffic violations,Exclusively tax evasion charges,Only breach of employment contract,A,"Private security personnel remain vulnerable to being sued in the torts of assault, false imprisonment, intentional infliction of mental distress, defamation, nuisance, and trespass to land and to person, unlike public police who enjoy statutory immunity.",2
"According to the course material's description of the structural organisation of security firms, the seven categories used to classify departments include Administrative, Supervisory, Operations, Mechanical and Electronic Security, Unitary Staff, Subordinate Staff, and:",The Managing Director,The National Assembly,The Federal Judiciary,The Central Bank,A,"The structural organisation of security firms is classified into seven categories: Administrative Department, Supervisory Department, Operations Department, Mechanical and Electronic Security Department, Unitary Staff, Subordinate Staff, and the Managing Director.",2
"According to the course material, since the NSCDC took control of regulating the private security sector, a minimum wage structure that has been worked on for the industry is:","N10,000",N100,"N1,000,000",N500,A,"Since the NSCDC took control of regulating the sector, a structure of N10,000 minimum wage has been worked on for private security guards, regardless of how low the client company was previously paying.",2
"According to the course material, the human resources department within a private security firm's administrative department has three primary functions: employee recruitment, training, and:",Benefits administration,Direct client sales,Vehicle maintenance,Building construction,A,"The three functions of the human resources department, as part of the administrative department, are employee recruitment, benefits administration, and training.",2
"According to Chapter IV of the 1999 Nigerian Constitution, cited in the course material, the ""Right to Dignity of the Human Person"" (Section 34) prohibits torture, inhuman or degrading treatment, and:","Being held in slavery, servitude, or being required to perform forced or compulsory labour",Being required to pay any form of income tax,Being asked to provide personal identification to a security guard,Being required to attend a place of worship,A,"Section 34 provides that no person shall be subjected to torture or inhuman or degrading treatment, held in slavery or servitude, or required to perform forced or compulsory labour.",2
"According to the course material, since the Private Guard Companies Act of 1986 prohibits private security companies from carrying firearms, PSCs in Nigeria commonly provide an armed component to their services through arrangements with the Nigeria Police involving:",Mobile Police (MOPOL) officers seconded to their operations,Direct importation of firearms from other countries,Hiring foreign national armies,The complete disbandment of the Nigeria Police Force,A,"Because the Private Guard Companies Act prohibits firearms for private security, most PSCs of any size have mobile police officers (MOPOL) permanently seconded to their operations, equipped with fully automatic weapons such as AK-47s or FNs.",2
