question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, the five schools of thought in law discussed are the natural law school, the historical school, the positivist school, the sociological or functionalist school, and the:",Realist school,Colonial school,Militarist school,Anarchist school,A,"The five schools of thought in law discussed are the natural law school, the historical school, the positivist school, the sociological or functionalist school, and the realist school.",4
"According to the course material, the natural law school of thought, emanating from the classical works of early Greek philosophers such as Aristotle and Plato, holds that human laws are:",Subordinate to natural laws,Entirely superior to and independent of natural laws,Identical in every respect to natural laws with no distinction,Irrelevant to any moral or philosophical consideration,A,"The natural law school, emanating from Aristotle, Plato, and Christian theologians, holds that human laws are subordinate to natural laws, which are found in all states and designed for all mankind, with human laws standing or falling according to natural law.",4
"According to John Austin, cited in the course material's discussion of the positivist school of law, law is the command of a political sovereign to a political inferior, which is backed by:",Sanction upon disobedience,Voluntary compliance with no enforcement mechanism,"A purely moral, non-legal obligation",An international treaty with no domestic application,A,"John Austin's positivism is hinged on a command structure perspective: law is the command of a political sovereign to a political inferior, backed by sanction upon disobedience, from a political superior with the effective ability to punish.",4
"According to the course material, in Nigeria, the legislative powers of the National Assembly are grouped under three headings: the exclusive list, the concurrent list, and the:",Residual list,International list,Emergency list,Ceremonial list,A,"Nigeria's legislative powers are grouped under three headings: the exclusive legislative list (National Assembly only, e.g. currency, police, immigration), the concurrent list (both National and State Assemblies), and the residual list (reserved for local government councils).",4
"According to the course material's discussion of punishment history, in early Greek and Roman societies, the most common state-administered punishment was banishment or exile, while harsh physical punishment was commonly reserved for:",Slaves,Foreign ambassadors exclusively,Members of the ruling aristocracy exclusively,Religious clergy exclusively,A,"In early Greek and Roman societies, the most common state-administered punishment was banishment or exile, with harsh physical punishment commonly reserved for slaves, while interpersonal violence was often viewed as a private matter.",4
"According to the course material, following the Nigerian-Biafran war in 1970, an ever-increasing rate of crime prompted the government to introduce which measure as the ultimate form of deterrence?",Capital punishment,Complete amnesty for all offenders,The total abolition of the police force,Mandatory international arbitration for all crimes,A,"The course material notes that in 1970, after the Nigerian-Biafran war, an ever-increasing crime rate prompted the government to introduce capital punishment, seen as the ultimate form of deterrence, with advocates arguing it would reduce serious crime.",4
"According to the course material, the term ""probation"" derives from the Latin word ""probare"", meaning:","""To test"" or ""to prove""","""To punish"" or ""to condemn""","""To exile"" or ""to banish""","""To forgive"" or ""to pardon""",A,"The term probation comes from the Latin word ""probare"", meaning ""to test"" or ""to prove""; it is a form of sentencing granted only by the court, regarded as a disposition in lieu of a term of incarceration.",4
"According to John Braithwaite, cited in the course material, ""reintegrative shaming"" is the process of preparing both the community and the offender for the offender's return as an acceptable and productive citizen, with disapproval limited to:","The offender's criminal behaviour, not the offender himself",The offender's entire family and extended relatives,The offender's entire community of origin,The offender's future descendants for multiple generations,A,"John Braithwaite's concept of ""reintegrative shaming"" limits disapproval to the offender's criminal behaviour, not the offender himself, helping the offender realize the harm caused while recognizing they remain a valuable person to be reaccepted into society.",4
"According to the course material, the United Nations Convention on the Rights of the Child (UNCRC, 1989), which serves as a benchmark for Nigerian child protection laws, defines a child as anyone from:",0 to 18 years,0 to 5 years only,10 to 25 years only,"Any age, with no upper or lower limit specified",A,"The UN Convention on the Rights of the Child (UNCRC, 1989) defines a child as anyone from 0 to 18 years, serving as the international benchmark for the protection of children under Nigerian criminal law.",4
"According to the course material, Article 37 of the UN Convention on the Rights of the Child prohibits both capital punishment and life imprisonment without possibility of release for offences committed by persons below:",18 years,10 years,25 years,5 years,A,"Article 37 of the UNCRC prohibits torture, cruel treatment, and both capital punishment and life imprisonment without possibility of release for offences committed by persons below 18 years.",4
