question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to Waever (1995), cited in the course material, security threat relates to developments that threaten the sovereignty or independence of a state in a particularly rapid or dramatic fashion, and deprive it of the capacity to:",Manage by itself,Increase its population growth rate,Export agricultural products,Host international sporting events,A,"Waever (1995: 54) describes security threat as developments that threaten a state's sovereignty or independence rapidly and dramatically, depriving it of the capacity to manage by itself, undercutting political order.",1
"According to the course material, security threats can be broadly classified into natural threats and:",Manmade threats,Extraterrestrial threats,Purely economic threats,Purely religious threats,A,"Security threats can be simply divided into two: natural threats, usually generated by nature, and manmade threats, involving malicious human actions and behaviour.",1
"According to the course material, geological threats or hazards can be simply defined as extreme natural events in the crust of the earth that pose a threat to life and property, examples of which include earthquakes, volcanic eruptions, tsunamis, and:",Landslides,Currency devaluation,Political elections,Stock market crashes,A,"Geological threats/hazards are extreme natural events in the earth's crust posing a threat to life and property, such as earthquakes, volcanic eruptions, tsunamis (tidal waves), and landslides.",1
"According to the United Nations Convention on the Law of the Sea (UNCLOS) of 1982, cited in the course material, ""piracy"" is defined as illegal acts of violence, detention, or depredation committed for private ends by the crew or passengers of a private ship or aircraft, directed:","On the high seas, against another ship or aircraft, or persons or property on board",Exclusively within a nation's own territorial airspace,Only against government-owned military vessels,Only during officially declared wars between nations,A,"UNCLOS (1982, Article 101) defines piracy as illegal acts of violence, detention, or depredation for private ends by a private ship or aircraft's crew or passengers, directed on the high seas against another ship, aircraft, or persons/property aboard.",1
"According to the course material, the notorious car-snatching syndicate in Nigeria, whose leader Amani Tijani was arrested and faced trial, was popularly associated with the name:",Shina Rambo,Boko Haram,Niger Delta Avengers,MEND,A,"The Shina-Rambo episode in Nigeria is cited as a car-snatching syndicate whose security threat was still fresh in memory; the syndicate's leader, Amani Tijani, was arrested and faced trial.",1
"According to the course material, ""Badger Game"", a form of security threat, involves setting up an individual, such as a security officer, by tricking him or her into a compromising social situation, typically to later use for:",Blackmail,Immediate promotion,Public recognition and awards,Tax exemption,A,"Badger Game involves coercing an individual, such as a security officer, to compromise his position by tricking him into a compromising situation (e.g. being trapped with a woman and recorded), which is later used to blackmail him.",1
"According to the course material, ""Work-to-Rule Strike"", a type of strike known in Italy as ""Sciopero bianco"", involves workers reporting for duty but failing to improve their input by:","Strictly following all safety regulations, which slows normal operations",Completely abandoning their workplace for the duration of the strike,Immediately resigning from their positions permanently,Refusing to accept any wages during the strike period,A,"In a Work-to-Rule strike (Sciopero bianco in Italy), workers report for duty and perform tasks but strictly follow every safety regulation, which slows down normal operations without abandoning the workplace.",1
"According to the course material, terrorism trod its semantic pathway into English usage in 1795, popularized by the Jacobins who ruled France between 1793 and 1794, whose reign was labelled as the:",Reign of Terror,Age of Enlightenment,Golden Age,Industrial Revolution,A,"The term terrorism entered English usage in 1795, popularized by the Jacobins who ruled France from 1793-1794, whose rule was labelled the ""Reign of Terror"".",1
"According to the United States' National Advisory Committee on Criminal Justice Standards and Goals (1976), cited in the course material, ""Official or State Terrorism"" refers to nations whose rule is based upon fear and oppression reaching proportions similar to terrorism, also referred to as:",Structural Terrorism,Quasi-Terrorism,Limited Political Terrorism,Non-Political Terrorism,A,"Official or State Terrorism, also referred to as Structural Terrorism, is defined as terrorist acts carried out by governments in pursuit of political objectives, often as part of foreign policy.",1
"According to the course material's classification of chemical agents (per the US Centre for Disease Control and Prevention), Sarin (GB), Soman (GD), and Tabun (GA) belong to which category of chemical terrorism agents?",Nerve Chemicals,Blistering (Vesicant) Chemicals,Blood Chemicals,Incapacitating Chemicals,A,"According to the CDC classification cited in the course material, Sarin (GB), Soman (GD), and Tabun (GA) belong to the category of Nerve Chemicals used in chemical terrorism.",1
