question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, Nigeria comprises approximately how many distinct ethnic groups, speaking over 400 languages?",About 350 ethnic groups,About 50 ethnic groups,"About 1,000 ethnic groups",Exactly 3 ethnic groups,A,"Nigeria has about 350 ethnic groups, over 400 different languages, and about 1,000 dialects.",4
"The earliest evidence of human habitation in Nigeria is represented by artifacts excavated at the village of Nok, radiocarbon dated to approximately:",1900 BC,1000 AD,1861 AD,600 AD,A,"The earliest human habitation evidence in Nigeria is represented by artifacts excavated at Nok village, radiocarbon dated to approximately 1900 BC.",4
"According to Ikime's (1980) classification cited in the course material, the peoples of Nigeria can be broadly divided into two major geographical groups: forest peoples and:",Grassland peoples,Coastal peoples exclusively,Mountain peoples exclusively,Desert peoples,A,Ikime (1980) classifies the peoples of Nigeria into two major groups based on geography: forest peoples and grassland peoples.,4
"According to the course material, the Igbo, Ibibio, and Efik peoples of the East and Southeast are characterized by a political system anthropologists describe as:","A ""stateless society"", with loose social organisation and no clear identifiable central leadership",A highly centralised monarchy,An absolute theocracy,A single unified empire,A,"Unlike the Yoruba and Edo, the Igbo, Ibibio, and Efik peoples have a loose social organisation and fragmented political structure with no clear identifiable leadership, described by anthropologists as a ""stateless society"".",4
"The myth of Hausa origin, as recounted in the course material, credits the founding of the seven core Hausa states (Hausa Bakwai) to the descendants of:","Bayajidda, following his marriage to the Queen of Daura",Uthman Dan Fodio,Othman of Kanem-Borno,Oduduwa of Ile-Ife,A,"According to the myth, Bayajidda married the Queen of Daura after killing a troublesome snake; their son Bawo had six sons who established Daura, Katsina, Kano, Rano, Zazzau, and Gobir, together with Hadejia forming the Hausa Bakwai.",4
"According to Murray Last's analysis cited in the course material, the incorporation of Hausaland into the trans-Saharan trade network between 1100-1400 A.D. is linked to:",A complex series of intergroup fusions that eventually gave rise to centralised Hausa politics,The complete isolation of Hausaland from all external trade,The immediate adoption of Christianity across Hausaland,The permanent decline of Hausa political structures,A,"Murray Last argued that Hausaland's incorporation into trans-Saharan trade between 1100-1400 AD stimulated intergroup fusions that gave rise to centralised Hausa politics, symbolically represented in the Bayajidda marriage myth.",4
"According to the course material, the Kanuri-led Kanem-Borno empire, one of the earliest kingdoms in Nigeria, was established around:",The 9th century,The 15th century,1900 BC,The 19th century,A,"There is historian consensus that the Kanem-Borno empire was established in the 9th century, making it one of the earliest kingdoms in Nigeria, with the Kanuri king addressed as ""Mai"".",4
"According to the course material, Uthman Dan Fodio's Jihad, which reshaped Hausa-Fulani relations, occurred in:",1804,1861,1914,1960,A,"A significant number of sedentary Fulani who were Muslims played major roles in the proselytisation of Islam, culminating in Uthman Dan Fodio's Jihad revolution in 1804.",4
"The Bassa-nge and Nupe peoples, found around the Niger-Benue confluence, are notable because linguists discovered that:",Their supposedly different languages are actually dialects of the same language,They share absolutely no cultural or linguistic connection,They speak entirely unrelated language families,The Bassa-nge language predates all other Nigerian languages,A,"Although Bassa-nge and Nupe were thought to be different languages, linguists discovered that one is actually a dialect of the other, leading a Bassa-nge man to consider a Nupe man his kinsman.",4
"According to the course material, the largest concentration of distinct ethnic groups in Nigeria, comprising over 200 small ethnic nationalities, is found in:",The Middle Belt zone,Lagos State,The far North exclusively,The Niger Delta exclusively,A,"The largest concentration of ethnic groups in Nigeria, over 200 small ethnic nationalities, is found in the Middle Belt zone, an area historically less integrated with the three larger ethnic groups.",4
