question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"Consensus theories of law, also known as Structural Functionalist theories, proceed from the fundamental assumption that:","Consensus exists in society, with no fundamental divisions between groups",Society is characterized by irreconcilable class conflict,Law only serves the interests of a ruling minority,There is no order or stability possible in any society,A,"Consensus theories assume that societal members agree on what is in the interest of society, seeing no fundamental cleavages or divisions between groups.",2
"Emile Durkheim, a key exponent of Consensus theory, described law as:",The most precise and measurable symbol of social solidarity,An instrument solely of the ruling class,A purely arbitrary set of rules with no social function,Something that should be abolished in modern societies,A,"Durkheim described law as the most precise and measurable symbol of social solidarity, seeing it as performing the vital function of social integration.",2
"According to Durkheim, repressive laws, found in primitive, homogeneous societies, reproduce which type of solidarity?",Mechanical solidarity,Organic solidarity,Restitutive solidarity,Judicial solidarity,A,"Durkheim held that repressive laws, characteristic of primitive and homogeneous societies, reproduce mechanical solidarity, while restitutive laws reproduce organic solidarity in modern heterogeneous societies.",2
"Talcott Parsons identified four functional prerequisites that any social system must meet, one of which is Integration. The other three are Adaptation, Goal attainment, and:","Latency, or pattern maintenance",Total abolition of law,Complete economic self-sufficiency,Universal military conscription,A,"Parsons' functional prerequisites are Adaptation, Goal attainment, Latency (pattern maintenance), and Integration, with Harry Bredemeier identifying law as the key mechanism for Integration.",2
"Conflict theories of law, particularly the Marxist variant, proceed from the premise that the ownership of the means of production divides society into two major antagonistic classes: the capitalist (dominant) class and the:",Working (proletariat/dominated) class,Judicial class,Religious class,Educational class,A,Marxist conflict theory divides society into the capitalist/bourgeois/dominant class (which owns the means of production) and the working/proletariat/dominated class (which sells its labour).,2
"According to orthodox Marxist theory, the nature and character of law is determined by which part of society?",The economic base or substructure of society,The purely spiritual/religious realm,Random individual preferences,Foreign military intervention,A,"Classic Marxist argument holds that the economic infrastructure (means/factors of production) determines the ideological superstructure of society, to which law belongs.",2
"Louis Althusser, though a Marxist, introduced the concept that law and its agents have:","""Relative autonomy"", meaning they are not totally dependent on the ruling class's whims",Complete independence from all social structures,No connection whatsoever to class relations,"Absolute, unchecked power over the ruling class",A,"Althusser maintained that law and its agents have ""relative autonomy"", meaning they are not entirely controlled by the ruling class, unlike the view of more radical Marxists.",2
Antonio Gramsci argued that the ruling class uses law as part of the:,"Ideological State Apparatuses, to forge legitimation through persuasion rather than coercion",Physical military apparatus only,"Judicial system exclusively, with no ideological function",Educational curriculum banned from all schools,A,"Gramsci argued that law is part of the Ideological State Apparatuses, through which the ruling class attempts to forge legitimation for itself by persuading the lower class of law's benefits, rather than through coercion alone.",2
"Soviet Marxists such as Lenin and Stalin initially believed law would wither away after the 1917 Bolshevik Revolution, but by 1921 they declared that law would instead:","Be ""raised to the highest level of development""",Be immediately and completely abolished,Remain entirely unchanged from Tsarist Russia,Be replaced by religious doctrine,A,"After initially expecting law to wither away in a classless society, Soviet leaders realized this was impractical and declared by 1921 that law would instead be ""raised to the highest level of development"".",2
The Natural Law School of Jurisprudence proceeds from the premise that there are two major types of law: man-made (positive) law and:,"Natural law, sometimes called ""higher law"" or ""divine law""",International trade law,Constitutional amendments only,Purely economic regulations,A,"The Natural Law School distinguishes between man-made (positive) laws and natural laws, which are considered higher or divine laws that man-made laws should try to reflect and imitate.",2
Aristotle's contribution to Natural Law theory held that what is natural is:,"That which is common to all mankind, enabling man to fulfill his purpose as a social being",Whatever a king declares by decree,Purely a matter of individual whim,Determined solely by written statutes,A,"Aristotle argued that what is natural is common to all mankind, and natural law is the law common to mankind that enables man to fulfill his purpose as a social, political being.",2
"During the Middle Ages, natural law doctrine became equated with:","""God-made"" or Divine law, as argued by Saint Augustine and Saint Aquinas","Purely secular, scientific principles",The complete absence of any higher authority,Economic theories of free trade,A,"During the Middle Ages, natural law was equated with divine law; Christian scholars like Saint Augustine and Saint Aquinas maintained that divine laws were higher, superior laws given by God.",2
"The Positivist School of Jurisprudence, associated with Jeremy Bentham and John Austin, argued that law must be:","Separated from morality, focusing on what the law is, not what it ought to be",Entirely based on religious scripture,Determined solely by customary practice,Made identical to moral rules in every respect,A,"The Positivist School argued that law should be studied separately from morality, focusing on what the law actually is (positive law) rather than what it ought to be according to higher moral standards.",2
"According to John Austin's definition, law is a command of a sovereign, which implies that:",Laws do not exist in societies without an identifiable sovereign,"All societies, regardless of structure, automatically have valid law",Morality and law are identical concepts,Customary rules are always superior to legislation,A,"Since Austin defined law strictly as a command from a sovereign, his definition implies that societies without an identifiable sovereign technically had no ""law"" by his definition, a point the course material critiques.",2
"The Historical School of Jurisprudence, associated with Friedrich Carl Von Savigny, holds that valid law results from:",A long historical process rooted in the popular consciousness of a people (volkgeist),Deliberate creation by an artificial legislature alone,International treaties exclusively,Random judicial decisions with no continuity,A,"The Historical School holds that law is a gradually evolving thing rooted in a people's popular consciousness (volkgeist), best exemplified by customary law, rather than a deliberate creation of a legislator.",2
