question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to Edwin Sutherland (1949), cited in the course material, the Differential Association Theory's first principle holds that delinquent behaviour is:","Learned, not inherited","Entirely inherited, with no learned component whatsoever",Determined exclusively by biological factors,Impossible to predict or explain in any way,A,"Sutherland's first principle of Differential Association Theory holds that delinquent behaviour is learned, not inherited, requiring a sociological rather than biological explanation.",3
"According to Sutherland's Differential Association Theory, cited in the course material, differential associations may vary in frequency, duration, priority, and:",Intensity,Geographic location alone,Financial cost alone,Legal classification alone,A,"Sutherland's seventh principle of Differential Association Theory states that differential associations may vary in frequency, duration, priority, and intensity, with these four elements determining the influence of criminal versus non-criminal associations.",3
"According to Sigmund Freud's psychoanalytic theory, cited in the course material, the personality or psyche is made up of three parts: the id, the ego, and the:",Superego,Alter-ego,Meta-ego,Pseudo-ego,A,"Freud's psychoanalytic theory holds that the personality (psyche) is made up of three parts: the id (self-serving instinct gratification), the ego (mediates between id and superego), and the superego (morality and conscience).",3
"According to August Aichhorn, cited in the course material, who published the 1925 book ""Wayward Youth"" describing the characteristics of disturbed and delinquent children, the concept he introduced into psychoanalytical literature is known as:",Latent delinquency,Overt criminality,Manifest destiny,Social Darwinism,A,"August Aichhorn, in his 1925 book ""Wayward Youth"", introduced the concept of ""latent delinquency"" into psychoanalytical literature, maintaining that latent delinquency should be understood before delinquent behaviour itself could be explained.",3
"According to Emile Durkheim (1858-1917), cited in the course material's discussion of Anomie theory, Durkheim awarded three different meanings to anomie, including that it is a failure of people to internalise the norms of society, and the tension resulting from conflict within:",The norms themselves,Foreign governments exclusively,International trade agreements exclusively,Weather patterns exclusively,A,"Durkheim's three meanings of anomie include: a failure to internalise society's norms, an inability to adjust to changing norms, and tension resulting from conflict within the norms themselves.",3
"According to Robert K. Merton (1938), cited in the course material's discussion of Anomie theory, the five major modes of individual adaptation are Conformity, Innovation, Ritualism, Retreatism, and:",Rebellion,Isolation,Assimilation,Restoration,A,"Merton's (1938) five major modes of individual adaptation to anomie are Conformity (accepting goals and means), Innovation (accepting goals, rejecting means), Ritualism (rejecting goals, accepting means), Retreatism (rejecting both), and Rebellion (rejecting and substituting both).",3
"According to Merton's theory of Anomie, cited in the course material, ""Innovation"" represents acceptance of a culturally approved goal, such as wealth, but rejection of the approved means, exemplified by an individual who:","Seeks wealth through crime, such as dealing in cocaine",Achieves wealth exclusively through hard work and formal education,Rejects the pursuit of wealth entirely in favour of an ascetic lifestyle,Achieves wealth through a government pension program,A,"Merton's ""Innovation"" mode of adaptation represents acceptance of a culturally approved goal (wealth) but rejection of the approved means for obtaining it, exemplified by an individual who seeks wealth through crime, such as dealing in cocaine.",3
"According to the course material, conflict theorists disagree with Durkheim's consensus-based view of law, instead believing that laws emerge out of conflict, legislated by groups in power as a means of:",Controlling those who are not in power,Achieving universal consensus with no dissent whatsoever,Eliminating the state's interest in law enforcement entirely,Guaranteeing identical treatment for every social class,A,"Conflict theorists disagree with the consensus view championed by Durkheim, instead believing that laws emerge out of conflict, legislated by groups in power as a means of controlling those without power, reflecting the interests of the state.",3
"According to the course material, a 2006 case in Zamfara State, Nigeria, is cited to illustrate conflict theory's argument that criminals do not necessarily differ from non-criminals except in how society reacts to their behaviour: a commissioner's alleged embezzlement of millions of Naira was handled quietly, while a hungry man who stole a piece of yam had his:",Hands and legs amputated,Case dismissed with a formal apology,Debt to the farmer forgiven entirely,Sentence reduced to a small fine only,A,"The course material cites a 2006 Zamfara State case where a commissioner's alleged embezzlement of millions of Naira was handled quietly, while a hungry man who took a piece of yam from a farm had his hands and legs amputated, illustrating how power and conflict shape differential treatment under the law.",3
"According to Thorsten Sellin, cited in the course material, in his 1938 book ""Culture and Conflict in Crime"", crime and delinquency result from conflicting:",Norms,International treaties,Currency systems,Weather patterns,A,"Thorsten Sellin, in his 1938 book ""Culture and Conflict in Crime"", argued that crime and delinquency result from conflicting norms, focusing on the relationship between the normative systems of different groups and delinquent behaviour.",3
