question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, risk can be summarised using the formula: Risk equals Consequences of events multiplied by:",Probability of Occurrence,Total population size,Average annual rainfall,Number of registered voters,A,"The course material summarises risk as: Risk = Consequences of events x Probability of Occurrence, drawing on multiple cited definitions of the concept.",4
"According to the course material's discussion of risk in disaster management, risk can also be expressed as: Risk equals Hazard multiplied by:",Vulnerability,Currency exchange rate,Population density alone,Average temperature,A,"In disaster management, risk involving the transition of hazard into disaster is summarised as: Risk = Hazard x Vulnerability.",4
"According to Amanda Dory (2003), cited in the course material, ""risk psychology"" can be described as the ways in which individuals process and respond to risk information based on:",Beliefs and emotions,Government regulations alone,Weather forecasts alone,Stock market performance alone,A,Dory (2003: 21) describes risk psychology as the ways in which individuals process and respond to risk information based on beliefs and emotions.,4
"According to Chambers (1989), cited in the course material's discussion of vulnerability and capacity assessment, vulnerability has remained curiously neglected in analysis and policy, perhaps because of its confusion with:",Poverty,Wealth,Popularity,Education,A,"Chambers (1989: 2) argues that vulnerability, and its opposite (security), stand out as recurrent concerns of poor people that professional definitions of poverty overlook, noting vulnerability's neglect is perhaps due to confusion with poverty.",4
"According to President Carlos Flores of Honduras, cited in the course material in reaction to the destructive effect of Hurricane Mitch (1998), his country lost in 72 hours what it had taken more than how many years to build?",50 years,5 years,500 years,15 years,A,"President Carlos Flores of Honduras, reacting to Hurricane Mitch's destruction in 1998, stated: ""we lost in 72 hours what we have taken more than 50 years to build, bit by bit.""",4
"According to the course material, simulation can be defined as the imitation of some real thing, state of affairs, or process, generally entailing the representation of certain key:",Characteristics or behaviours of a selected physical or abstract system,Legal documents with no practical application,Historical dates with no analytical value,Random numbers generated for entertainment purposes,A,"Simulation is defined as the imitation of a real thing, state of affairs, or process, entailing the representation of certain key characteristics or behaviours of a selected physical or abstract system.",4
"According to the course material, crime analysis as a subfield in Criminology and Security Studies became popular in which decade?",The 1960s,The 1800s,The 2020s,The 1500s,A,"The course material states that crime analysis as a subfield in Criminology and Security Studies became popular in the 1960s, though some attributes could be found in ancient security practice.",4
"According to the course material, in Nigeria, the ""ember period"" (September, October, November, December) is associated with the Federal Road Safety Corps (FRSC) stepping up activities due to a rise in:",Road accidents and other crimes like robbery and burglary,Agricultural crop yields,University enrolment figures,International tourism revenue,A,"During Nigeria's ""ember period"" (Sept-Dec), security reports show robbery, burglary, and road accidents rise, prompting the FRSC to step up activities ensuring compliance with traffic rules to reduce accidents.",4
"According to the course material, the four components of crime analysis are data mining, crime mapping, statistics, and:",Critical thinking,Weather forecasting,Currency trading,Agricultural planning,A,"The four components of crime analysis identified in the course material are data mining, crime mapping, statistics, and critical thinking.",4
"According to the course material, ""data mining"" is also known by the alternative term:",Knowledge-Discovery in Databases (KDD),Gross Domestic Product (GDP),Foreign Direct Investment (FDI),Standard Operating Procedure (SOP),A,"The course material notes that data mining is also known as Knowledge-Discovery in Databases (KDD), the process of extracting patterns from data to transform it into useful information.",4
"According to the course material, automated data analysis can be applied in two ways: the use of subject-based queries and the use of:",Pattern-based queries,Alphabetical queries only,Random queries with no logical structure,Queries restricted to a single data point only,A,"Automated data analysis is applied in two ways: subject-based queries (starting from a known subject, such as a crime suspect, and searching for related information) and pattern-based queries.",4
"According to the course material, vulnerability, as defined by Kuban and MacKenzie-Carey (2001), can be described as a perception of the lack of capacity to defend against injury, harm, or damage from a:",Threat or a hazard,Positive economic opportunity,Scheduled cultural celebration,Routine administrative procedure,A,"Kuban and MacKenzie-Carey (2001: 4) define vulnerability as a perception of the lack of capacity to defend against injury, harm, or damage from a threat or a hazard.",4
"According to the course material, Vulnerability and Capacity Assessment (VCA) is designed to reduce people's vulnerability and build their capacity to disaster preparedness through objectives including reduction of the impact of threats and:",Capacity building,Complete elimination of all natural hazards worldwide,Permanent relocation of all at-risk populations,Immediate cessation of all economic activity in hazard zones,A,"VCA is designed to reduce vulnerability and build capacity to disaster preparedness through objectives including reduction of the impact of threats (through mitigation, prediction, and warning) and capacity building (through risk education, preparedness, warning, and protective actions).",4
"According to the course material's discussion of crime analysis, statistics have shown that in Nigeria, incidents of robbery, burglary, and road accidents occur more frequently during which period of the year?",The last three months of each year,The first three months of each year,Only during the rainy season,Only during national elections,A,"Security reports and findings cited in the course material show that incidents of robbery, burglary, and road accidents in Nigeria occur more frequently in the last three months of each year, prompting increased security measures.",4
"According to the course material, statistics cited show that the incidence of rape is mostly reported in Ijebu-Ode, Ogun State, during the period of a specific annual celebration known as:",Oju de Oba,Independence Day,New Yam Festival,Durbar Festival,A,"Statistics show that rape incidents are mostly reported in Ijebu-Ode during the annually observed Oju de Oba celebration, which draws large crowds and leads to increased crime rates including rape.",4
"According to the course material, ""subject-based queries"", one of the two ways automated data analysis can be applied, begins data analysis with a particular and known subject, such as a crime suspect, a religious leader, or a:",Bank official,Randomly selected member of the public with no connection to any investigation,Fictional character with no real-world existence,Historical figure who has been deceased for centuries,A,"In subject-based queries, data analysis begins with a known subject, such as a crime suspect, a religious leader, a security officer, a suspect at large, a bank official, or a politician, and continues by searching for more related information.",4
"According to the course material, ""link analysis"", a vital element of subject-based queries in automated data analysis, is popular among public security practitioners such as the police and:",Intelligence agencies,Private catering companies,Religious congregations with no security function,Sports clubs with no security function,A,"Link analysis, which helps draw connections between a subject and other subjects, places, or things relevant to an investigation, is popular among public security practitioners like the police and intelligence agencies.",4
