question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, delinquency can be viewed from four different perspectives: a parental view, an educational view, a mental health view, and a:",Legal system view,Purely astrological view,Exclusively financial view,Weather-based view,A,"The course material identifies four perspectives on delinquency: a parental view (disruptive behaviour at home), an educational view (classroom disruption), a mental health view (a wide range of disruptive behaviours), and a legal system view (persons under 18 considered juvenile).",1
"According to the course material, delinquent behaviour is divided into two categories: ""status"" offences, which would not be considered an offence if committed by an adult, and:","""Delinquency"" offences, which involve destruction or theft of property and violent crimes","""Civil"" offences, applicable only to disputes between adults","""Religious"" offences, applicable only within places of worship","""International"" offences, applicable only across national borders",A,"Delinquent behaviour is divided into status offences (e.g. truancy, alcohol possession, curfew violations, which would not be offences if committed by an adult) and delinquency offences (property destruction/theft, violent crimes, illegal weapon possession).",1
"According to Patterson (1986), cited in the course material, research showed that what percentage of antisocial behaviour in children was found to be the result of family interaction?",30 to 40 percent,3 to 4 percent,90 to 100 percent,0 percent; family interaction has no bearing on antisocial behaviour,A,"Patterson's (1986) research discovered that 30 to 40 percent of antisocial behaviour was a result of family interaction, with a breakdown in parenting practices producing antisocial behaviour in children.",1
"According to the course material, the oldest known set of written law against delinquency is the Code of Hammurabi, which listed a punishment specifically aimed at juveniles who disobeyed their parents, prescribing that if a son strikes his father, his:",Hands shall be cut off,Property shall be doubled in value,Name shall be publicly celebrated,Education shall be immediately terminated,A,"The Code of Hammurabi, the oldest known written law against delinquency, prescribed that if a son strikes his father, his hands shall be cut off, among other punishments aimed at juveniles who disobeyed their parents.",1
"According to the course material, the legal codes of the New England colonies in the sixteenth and seventeenth centuries reflected the Biblical Scripture of Deuteronomy 21:18-21, which prescribed that a stubborn and rebellious son who would not obey his father or mother should be brought before the elders and:",Stoned to death,Given a formal written apology from his parents,Exempted from all future familial obligations,Sent to a foreign land for educational purposes,A,"The New England colonial legal codes reflected Deuteronomy 21:18-21, prescribing that a stubborn and rebellious son who would not obey his parents should be brought before the elders of the city and stoned to death by all the men of the city.",1
"According to Morris (1996), cited in the course material, adolescence is described as a buffer stage between childhood and adulthood, corresponding roughly to the teenage years and associated with:",Emotional and social turmoil,Complete emotional stability with no conflict whatsoever,A period entirely free of any biological change,"A stage occurring only in certain cultures, not universally",A,"Morris (1996) describes adolescence as a buffer stage between childhood and adulthood, corresponding roughly to the teenage years, associated with emotional and social turmoil and a period of storm and stress.",1
"According to the course material, the Alarmist view on peer groups holds that the period of adolescence and intense peer group activity is a time in a youth's life most likely to lead to conflict with adults, conventional institutions, and:",The law,International diplomacy,Agricultural production,Religious doctrine exclusively,A,"The Alarmists believe that the period of adolescence and intense peer group activity is most likely to lead to conflict with adults, conventional institutions, and the law, viewing rebellious group behaviour as an indication of extensive rejection of conventional values.",1
"According to Herman and Julia Schwendinger, cited in the course material, delinquency is largely concentrated in social groups or networks independent of social class lines; the first such peer-status group, called the ""socialites"" or elites, is characterized by:",Imitating the lifestyles of the more affluent,Complete rejection of any lifestyle associated with wealth,Exclusive membership limited to only one gender,A total absence of any distinctive dress or language,A,"According to Herman and Julia Schwendinger, the first peer-status group, called the ""socialites"" (also referred to as ""gods"", elites, or swingers), imitates the lifestyles of the more affluent.",1
"According to Cesar F. Rebellon, cited in Reid (2006) in the course material's discussion of family and delinquency, research shows that many children from broken homes do not become delinquent, but that separation and divorce of parents are more strongly associated with delinquency than are:",Single-parent households,Two-parent households with no history of separation,Extended family living arrangements,Households with more than three children,A,"Rebellon, cited in Reid (2006), maintained that separation and divorce of parents are more strongly associated with delinquency than are single-parent households, challenging the simple assumption that broken homes alone cause delinquency.",1
"According to the course material, the family court, otherwise known as the juvenile court because of its paternalistic philosophy, was first established in the United States in 1910, when it was known as the:",Domestic relations court,Supreme criminal tribunal,International arbitration panel,Federal appellate division,A,"The family courts were first established in the United States in 1910, when they were called domestic relations courts, dealing with laws related to family matters including marriage, divorce, and juvenile adjudication.",1
